gene_identifier,n_counts,n_cells
Gm973,190.0,54
C2cd2,192.0,56
Shank3,738.0,68
Stt3b,169.0,52
Eml2,887.0,68
Gpr19,267.0,60
Cox10,283.0,61
Ppp1r26,394.0,67
Tef,1623.0,70
Cxcr4,120.0,49
Timeless,155.0,50
Zc3h7a,219.0,57
Chdh,97.0,48
Kif27,225.0,61
Orc1,207.0,59
Dip2b,495.0,65
Trim27,254.0,62
Lfng,224.0,57
Ddx19b,278.0,63
Amigo2,224.0,58
Nudcd3,434.0,63
Tgm6,154.0,54
Nup93,249.0,64
Rbm28,148.0,51
Tnfaip2,84.0,38
Mmgt1,128.0,51
Fam184b,212.0,59
Fam13c,452.0,67
Rnf152,187.0,56
Snapc2,333.0,64
Kif21b,623.0,67
Pigm,148.0,50
Slc6a8,238.0,61
Sh3rf2,189.0,60
Traf1,153.0,53
Tmem8b,479.0,64
Suco,193.0,62
Pskh1,150.0,48
Lnx1,235.0,61
Cd83,202.0,58
Neu4,242.0,61
A4gnt,200.0,56
Tbc1d17,193.0,56
Htra2,456.0,67
Ptk2,553.0,67
Cnga1,132.0,46
Fbxo44,358.0,66
Fzd2,207.0,57
Pcdh8,330.0,55
Myh9,598.0,68
Unc13c,158.0,48
Entpd7,185.0,58
Cdk18,276.0,64
Zbtb22,320.0,61
Bub1b,234.0,56
Trpv1,231.0,61
Itgal,83.0,38
Nagpa,292.0,60
Acbd3,329.0,64
Pank1,216.0,59
Zc2hc1c,191.0,53
Slc17a2,193.0,56
Nsdhl,225.0,55
Nckap5l,268.0,64
Eif4h,860.0,67
Irx1,161.0,50
Nanos2,268.0,63
Dzip1l,259.0,62
Ttbk1,633.0,66
Ndst2,237.0,59
Popdc2,139.0,52
Gpt2,285.0,64
Igf2r,322.0,64
Tardbp,177.0,53
Tex9,171.0,51
Lrrc55,263.0,63
Grn,833.0,70
Ccnl2,287.0,65
Myh13,159.0,53
Slain1,536.0,66
Dfna5,223.0,54
Slc29a1,279.0,63
Prom1,206.0,59
Ccdc40,149.0,52
Abcb7,158.0,48
Gatm,301.0,61
Sec63,207.0,58
Dennd1a,420.0,66
Hes2,170.0,52
Btd,334.0,63
Cad,229.0,59
Spice1,215.0,61
Bach2,185.0,56
Map9,157.0,55
Zrsr1,276.0,62
Tmbim1,305.0,62
Svopl,138.0,52
Kdm5b,238.0,58
Prpf18,301.0,62
Kctd12b,115.0,41
Git1,389.0,64
Sema3f,200.0,59
Prmt5,354.0,63
Tnc,117.0,48
Emc10,390.0,62
Angptl2,201.0,57
Msh3,228.0,61
Prrc2b,2497.0,70
Ampd2,272.0,64
Nyap2,495.0,66
Snph,1660.0,70
Arhgap21,416.0,63
Inhba,212.0,59
Scn4a,128.0,53
Ubxn6,1014.0,70
Wdr95,174.0,49
Mms22l,154.0,50
Etnk1,477.0,62
Pkd1l2,144.0,49
Scmh1,386.0,66
Prtg,193.0,58
Myo9a,166.0,50
Prkaa1,253.0,62
Zfp334,296.0,59
Oxa1l,369.0,65
Tdg,360.0,63
Sp3,309.0,59
Prkd3,221.0,59
Slc8b1,284.0,63
Cd109,149.0,54
Wbp1l,315.0,60
Dram1,190.0,60
F8,183.0,59
Hmgxb3,316.0,60
Oas3,147.0,45
B3gnt6,195.0,61
Zfp438,228.0,60
Atrn,245.0,60
Nlrx1,241.0,60
Cd164,316.0,62
Copa,448.0,67
Tmem30b,143.0,52
Wdr4,174.0,54
Tmem120b,201.0,59
Nt5c2,290.0,64
Iqsec3,292.0,66
Parp11,271.0,61
Zbtb37,195.0,56
Rsad1,222.0,59
X4933401b06rik,165.0,54
Ctnna2,759.0,68
Pdxk,259.0,63
Gab2,244.0,56
Hivep1,418.0,67
Zfand5,311.0,65
Ffar3,164.0,51
Gcn1l1,507.0,69
Gad2,369.0,60
Dennd4a,287.0,57
Zfp335,340.0,66
Kcnj8,229.0,55
Scn5a,242.0,55
Fyb,193.0,53
Slc10a6,144.0,55
Glud1,600.0,70
Mctp1,223.0,56
Ankrd42,256.0,64
Clptm1,523.0,67
Cnnm4,278.0,55
Ppm1k,324.0,60
Usp4,332.0,61
Cyp2w1,174.0,50
Ano2,193.0,58
Fbxl13,175.0,50
Cog2,238.0,60
Myo5b,164.0,55
Tmem248,235.0,62
Pde1b,629.0,66
Fam163a,151.0,56
Fam19a3,111.0,40
Fam3a,371.0,67
Rdh10,198.0,58
Usp9y,212.0,59
Ftsj3,298.0,61
Ahrr,179.0,56
Sez6l,838.0,66
Kcnf1,517.0,62
Klrg2,105.0,44
Arid4b,117.0,50
Pla1a,84.0,37
Me1,332.0,65
Acan,184.0,55
Dcaf12l1,391.0,65
Fbxw4,415.0,63
Mroh5,210.0,57
Hnf1a,120.0,42
Zc3h12a,147.0,51
Actl7a,119.0,47
Mboat2,427.0,66
Jph1,224.0,61
Capn5,366.0,66
Ptx3,194.0,58
Dennd2a,223.0,59
E2f3,268.0,65
Gpd2,540.0,65
Itpripl1,165.0,51
Dzip3,195.0,58
Vps8,412.0,66
Cap1,939.0,69
Ppif,283.0,60
Sema3c,204.0,64
Pde9a,444.0,69
Bcr,602.0,69
Spatc1,122.0,52
Ccbe1,177.0,57
Trpm8,235.0,59
Ubtd2,246.0,60
Trmt1,527.0,64
Plin5,164.0,57
Vhl,488.0,70
Bgn,227.0,61
Amotl1,296.0,65
Mrgprh,173.0,55
Omg,429.0,65
X5830417i10rik,284.0,58
Arhgef6,125.0,49
Pde6c,203.0,63
Dcaf10,103.0,46
Bms1,496.0,65
Iqce,270.0,58
Daxx,467.0,64
Tnfsf8,146.0,57
Cldn9,179.0,57
Mex3b,587.0,67
Rcbtb1,159.0,52
Pcgf2,227.0,56
Papss1,589.0,67
Naa15,152.0,47
Bcl9l,609.0,68
Anks1,349.0,64
H6pd,187.0,55
B930018h19rik,186.0,54
Gpr15,182.0,55
Exoc3,301.0,62
Gcm2,189.0,50
Pld4,166.0,53
Slc29a4,233.0,59
Zfp69,163.0,55
Spib,215.0,62
Cdk13,253.0,59
Opn3,305.0,58
Eml5,188.0,50
Bcl9,372.0,64
Slc30a5,293.0,62
Bet1l,255.0,57
Gli1,252.0,62
Proser2,148.0,54
Slc9a3,172.0,52
Nupl2,119.0,50
Rnf103,249.0,61
Tsks,174.0,57
Metrnl,119.0,40
Ribc1,109.0,41
Ddx28,256.0,63
Ttc9,413.0,64
Rnf19a,301.0,65
Camk2g,1485.0,67
Nek2,167.0,55
Rangap1,1693.0,68
Nub1,572.0,67
Daam1,124.0,47
Dus3l,232.0,56
Csgalnact1,252.0,60
Rab22a,297.0,58
Ephb1,437.0,66
Zdbf2,228.0,60
Aif1l,154.0,51
Hnrnph2,680.0,68
Birc7,147.0,50
Rybp,171.0,53
Stxbp6,184.0,55
Sowahb,269.0,57
Acad10,174.0,56
Nsun7,176.0,55
Cln5,176.0,54
Aurka,197.0,58
Bmp6,133.0,52
Dhx34,172.0,51
Dot1l,364.0,66
Serpina10,121.0,47
Tmem209,157.0,47
Dhx32,346.0,62
Plod2,175.0,54
Adamts2,134.0,50
Sdc3,521.0,67
Mb21d2,378.0,64
Fastkd2,215.0,54
Hhip,285.0,60
Slc39a3,363.0,60
Zscan21,247.0,62
Fam20c,337.0,60
Actl11,148.0,49
Tnk2,540.0,66
Ube3c,310.0,61
Pif1,206.0,60
Sec61a1,564.0,67
Repin1,266.0,63
Sh2b1,277.0,61
Foxn3,398.0,60
Spata18,117.0,49
Chrm3,385.0,60
Dcun1d2,466.0,65
Cul1,319.0,60
Cpeb2,218.0,62
Plbd1,193.0,56
Fut2,233.0,61
Myom2,142.0,52
Lrat,102.0,44
Usp2,581.0,68
Rnd1,510.0,67
Stk11,635.0,69
Wdr3,159.0,51
Limd1,265.0,61
Jrk,205.0,53
Fam118a,194.0,50
Rlbp1,204.0,64
Cep170,311.0,64
Cul2,225.0,65
Inhbe,182.0,52
Sgtb,222.0,57
Dact1,254.0,60
Exoc8,322.0,65
Wdr26,185.0,52
Prss43,219.0,56
Thtpa,321.0,64
Dusp16,229.0,60
Agt,297.0,66
Lrig1,335.0,68
Tfcp2,284.0,64
Cpd,232.0,63
Mnt,368.0,62
Ficd,258.0,63
Ptpdc1,320.0,63
Arhgef33,270.0,65
Miip,200.0,62
Ktn1,350.0,66
Slc30a4,192.0,58
Tmtc3,285.0,61
Mtif2,176.0,51
Gm12250,66.0,40
Lrig3,145.0,53
Myog,172.0,54
Usp28,208.0,57
Mpp5,181.0,54
Tap1,173.0,55
Eif2s1,196.0,52
Fn1,432.0,65
Sirt1,168.0,48
Ube2q1,310.0,62
Nlrp2,126.0,45
Osbpl11,265.0,61
Il33,152.0,51
Nelfb,421.0,64
Mpped2,180.0,55
Svep1,157.0,57
Mpl,149.0,50
Prpf39,157.0,53
Pik3r3,242.0,64
Plk3,302.0,54
Yif1b,528.0,62
Apod,112.0,46
Btaf1,144.0,55
Gtf3c4,186.0,54
Leprotl1,248.0,54
Prss35,298.0,62
Gem,189.0,57
Ube2h,405.0,68
Rrad,154.0,49
Ppip5k2,307.0,63
Rmnd5a,166.0,57
Dse,190.0,59
Zfp790,257.0,63
Themis3,211.0,60
Skp2,300.0,59
Sox7,158.0,56
Tbk1,351.0,63
Slitrk4,198.0,55
Satl1,131.0,49
Phldb3,195.0,57
Usp15,206.0,56
Dab2ip,962.0,70
Acss2,451.0,65
Slc35e4,224.0,58
Zfp668,346.0,66
Ell2,192.0,53
Stxbp2,214.0,62
Fam129a,233.0,58
Slc17a5,239.0,58
Map2k3,273.0,61
Cited2,506.0,62
Kctd15,258.0,60
Chrna1,215.0,64
Zmym5,273.0,60
Synpo2l,210.0,55
Ube2n,208.0,54
Poli,262.0,64
Acadm,249.0,66
Trpm1,165.0,56
Atmin,450.0,65
Mcm10,192.0,53
Mmp16,267.0,62
Tm9sf1,369.0,65
Sp2,272.0,63
Cd300ld,148.0,51
Tmem51,159.0,52
Adra1b,420.0,64
Mrap2,232.0,61
Slco4c1,203.0,63
Wnk4,166.0,54
Ube2z,366.0,63
Klf4,150.0,46
Adora1,1053.0,69
Ttyh1,1045.0,70
Lypd3,205.0,54
Mc3r,199.0,57
Nmnat3,343.0,66
Psph,356.0,65
Prc1,321.0,64
Slc32a1,649.0,62
Sipa1l2,437.0,65
Spata21,179.0,47
Ticrr,152.0,50
Aldh16a1,218.0,58
Apbb2,282.0,62
Sh3gl1,328.0,68
Dctn4,214.0,58
Slc26a6,173.0,55
S1pr1,553.0,67
Kif16b,140.0,54
Pygb,697.0,70
Swap70,158.0,60
Fibin,168.0,54
Sema4f,362.0,65
Ip6k3,119.0,46
Slc35c2,180.0,59
Gm16130,168.0,54
Amz1,275.0,61
Ints8,145.0,49
Ggt1,85.0,35
Trit1,161.0,52
Hip1,278.0,63
Akap8l,603.0,66
Cyth1,602.0,68
Mtfr1l,467.0,67
Spcs2,111.0,45
Plxna1,601.0,67
Fhdc1,196.0,60
Rab31,306.0,63
Atxn7,188.0,58
Ust,222.0,60
Des,188.0,50
Lyrm9,288.0,64
Myh10,631.0,67
Rgl3,207.0,57
Gprin1,1229.0,71
Lrrc71,92.0,39
Frzb,257.0,60
Nfya,206.0,54
Chaf1a,297.0,59
Mgat4b,494.0,68
Arpp19,210.0,57
Trip11,201.0,60
Sfxn5,761.0,68
Zfp760,109.0,47
Rab23,227.0,63
Nuak1,252.0,63
Exoc7,325.0,64
Ssx2ip,443.0,66
Anapc7,250.0,55
Enpp6,135.0,45
Farp2,278.0,61
Stat3,183.0,63
Oaf,250.0,64
Ppef1,70.0,38
Postn,104.0,43
Bcar1,566.0,68
Adrb3,116.0,45
Poc5,231.0,60
Ngb,196.0,55
Nr3c2,267.0,64
Wnt3,252.0,61
Chst2,524.0,67
Psg.ps1,136.0,53
Gpr62,295.0,64
Hif1an,281.0,59
Gramd1b,617.0,66
Rd3,113.0,42
Robo4,254.0,59
Gpld1,160.0,44
Gk5,171.0,51
Slc16a5,122.0,42
Lyg2,194.0,54
Fam50b,116.0,45
Runx3,229.0,67
Gykl1,176.0,57
Rif1,176.0,58
Apoa5,176.0,46
Xpc,230.0,55
Tacstd2,125.0,47
Iars2,283.0,65
Homer2,220.0,56
Ppp2r3a,339.0,66
Alpl,186.0,52
Fbxl4,184.0,58
Lipt1,201.0,56
Ppl,173.0,59
Slc1a6,180.0,55
Bag2,198.0,56
Col13a1,187.0,59
Rcan2,762.0,65
Antxrl,243.0,59
Clcn6,499.0,68
Ar,156.0,55
Exph5,213.0,57
Slc9a6,106.0,41
Aqp8,189.0,57
Hspbap1,160.0,52
Gucy1b3,878.0,68
Gmps,178.0,55
Rgs17,221.0,63
Icmt,426.0,65
Utp3,242.0,63
Mus81,301.0,61
Tiam1,400.0,68
Hps4,278.0,67
Ptprb,274.0,61
Dvl2,141.0,46
Ankrd26,232.0,62
Kdm3a,181.0,52
Urb1,250.0,61
Slc9a3r2,388.0,63
Ss18,131.0,51
Coq10a,258.0,59
Ccng1,302.0,61
Timmdc1,260.0,62
Brd1,300.0,62
Efna1,206.0,61
Stpg1,124.0,43
Slco1b2,100.0,41
Heatr1,176.0,52
Arhgap18,223.0,62
Wscd2,481.0,62
Lhx6,282.0,60
Rs1,263.0,63
Rbm20,136.0,51
Cars2,274.0,59
Kcnc3,869.0,67
Cpeb4,482.0,64
Med24,692.0,66
Lrrc8e,179.0,57
Limd2,250.0,63
Mis12,193.0,59
Hnrnpul2,233.0,60
Otog,154.0,60
Tcf7l1,169.0,58
Rbp1,255.0,61
Fam185a,197.0,61
Npbwr1,126.0,53
Hexdc,377.0,67
Sec14l4,234.0,59
Zfhx3,250.0,62
Lrrfip2,135.0,51
Galnt13,102.0,44
Cul9,343.0,65
Bmp5,143.0,50
Xpo5,457.0,66
Haus6,151.0,53
Rabl3,127.0,42
Fscb,226.0,55
Ncstn,273.0,60
Fuca1,250.0,61
Desi2,158.0,47
Elk4,241.0,61
Polq,110.0,42
Hdc,231.0,59
Adamts9,219.0,65
Taf7,276.0,63
Ankrd6,246.0,63
Kif5a,5055.0,71
Ppp4r4,322.0,65
Fstl5,256.0,65
Cdca2,140.0,54
Smap2,783.0,66
Dmtf1,190.0,52
Sulf1,306.0,65
Armc2,161.0,56
Os9,584.0,68
Fam49b,214.0,51
Cers4,238.0,59
Macf1,532.0,68
Prpf38b,346.0,60
Tekt3,253.0,60
Col26a1,214.0,59
Slc6a6,329.0,63
Prpf31,228.0,60
Slc35f2,220.0,56
Dpp10,213.0,61
Med8,206.0,58
Cyp4b1,99.0,44
Zscan20,200.0,57
Slc13a4,225.0,59
Slc16a12,212.0,61
Tbxa2r,206.0,57
Slc35d1,153.0,50
Cdkl5,1067.0,67
Gp2,177.0,60
Fbxl22,94.0,45
Dchs1,254.0,59
Ndst3,132.0,44
Tmem215,196.0,52
Helq,288.0,62
Shmt2,253.0,61
Mmp12,108.0,43
Mbtd1,157.0,53
Stk16,347.0,62
Ints3,451.0,64
Zkscan16,298.0,62
Plcg2,138.0,58
Slc5a10,213.0,52
Tbc1d24,624.0,65
Lama2,202.0,57
Stk24,208.0,60
Pald1,229.0,63
Eif5a2,207.0,60
Mfsd10,303.0,62
Tspyl4,920.0,67
Nacc1,645.0,67
Nos1,188.0,50
Arfgef2,319.0,63
Tas1r1,118.0,46
Acaca,435.0,66
Astn2,314.0,63
Mlh3,212.0,61
Arhgap44,977.0,70
Ranbp3,660.0,68
Gas2l2,144.0,55
Ppp1r9a,212.0,60
Katnal1,307.0,61
Aff3,347.0,65
Pnma2,132.0,47
Snap29,200.0,61
Mfsd1,240.0,60
Prkd1,155.0,47
Ctsh,116.0,46
Mphosph9,232.0,59
Mdm2,353.0,66
Sh3pxd2b,284.0,62
Scrib,298.0,62
Tsix,133.0,49
Nptx2,583.0,61
X9430083a17rik,148.0,47
Aqp7,188.0,54
Cd180,243.0,60
Rab3ip,298.0,61
Clgn,145.0,47
Mmrn1,248.0,63
Gpkow,223.0,60
Stk25,263.0,60
Ano5,357.0,63
Tns1,253.0,56
Itgad,172.0,59
Erp44,208.0,56
Zfp94,217.0,58
Paqr5,103.0,46
Herc4,189.0,58
Cd82,278.0,63
Ankrd29,193.0,56
Gtf2ird1,325.0,62
Tex19.2,249.0,56
Dio3,103.0,43
Txlna,403.0,67
Art5,234.0,53
Rbms3,158.0,49
E2f7,145.0,56
Stk32c,701.0,65
Trp53inp2,368.0,63
Kdm5c,506.0,69
Trmt12,208.0,63
Styk1,193.0,57
Tjp3,172.0,50
Nr2f1,1328.0,67
Gpr68,245.0,65
Actr10,368.0,64
Chrm2,161.0,51
Jmjd4,285.0,65
Twf1,169.0,54
Eea1,211.0,60
Ing2,255.0,62
Myh15,225.0,65
Corin,124.0,46
Ipmk,105.0,46
Fam104a,216.0,57
St3gal4,342.0,65
Ppox,238.0,58
Dmrt2,209.0,56
Spry3,207.0,55
Actrt3,131.0,46
Abcd2,160.0,54
Mrpl35,259.0,64
Adck2,277.0,61
Sec14l1,830.0,69
Cd274,247.0,63
Slit2,251.0,59
Gbp5,216.0,65
Prmt3,280.0,60
Lyve1,177.0,54
Ubxn2b,246.0,58
Apba3,290.0,64
Nhsl1,345.0,63
Abra,184.0,64
Ptpn14,200.0,57
Gpx3,191.0,57
Ruvbl2,413.0,68
Psrc1,138.0,47
Crlf1,174.0,55
Tnfrsf21,533.0,69
Arx,265.0,60
Fech,291.0,56
Wdr27,175.0,58
Ldb1,357.0,63
Ccnf,199.0,59
Asap2,260.0,64
Fzd8,224.0,59
Smarcd1,867.0,69
Stat6,159.0,55
Casq1,226.0,61
Tmprss11a,202.0,63
Dpy19l2,109.0,44
Hs3st1,486.0,67
Phf21a,151.0,53
Zfp770,113.0,42
Gdf9,258.0,60
Atpaf2,247.0,56
Acbd5,352.0,64
Nhlrc3,184.0,55
Itih3,226.0,56
Pgpep1,197.0,56
Them6,1079.0,68
Secisbp2l,468.0,69
Ano6,282.0,62
Selp,216.0,57
Cilp,184.0,57
S1pr5,305.0,66
Kcnq3,557.0,66
Chst13,159.0,52
Cbx5,426.0,67
Clec11a,214.0,59
Sfrp2,188.0,54
Bc031361,142.0,49
Axin2,290.0,60
Lgr5,230.0,62
Tsnaxip1,120.0,49
Mccc1,168.0,51
Rfx1,264.0,58
Plek,256.0,60
Vipr2,115.0,43
Ly75,183.0,50
Cdc37,869.0,70
Pla2g2d,222.0,62
Cers2,225.0,56
Rcan3,251.0,57
Apba1,428.0,65
St8sia1,232.0,60
Dlg1,477.0,67
Kansl3,298.0,63
Samd14,210.0,59
Pdcd11,241.0,63
Slc12a9,350.0,69
Clec3a,209.0,58
Slc39a11,159.0,49
Sirt2,1420.0,70
Hmcn1,213.0,62
Nfatc2ip,215.0,60
Col20a1,124.0,47
Ankfy1,316.0,65
Cdca3,193.0,61
Rbbp7,434.0,65
Slit1,268.0,54
Aar2,285.0,61
Wdr86,151.0,54
Tmf1,278.0,62
Tssk4,152.0,47
Bmf,209.0,61
Btbd2,704.0,68
Catsper2,198.0,62
Usp44,208.0,60
Lrrk2,200.0,58
Evc,194.0,55
Tnrc18,657.0,68
Dio2,335.0,69
Ing1,703.0,70
Mdc1,201.0,57
Cpped1,315.0,66
Mapk1ip1l,303.0,65
Cdyl2,236.0,56
Foxr2,133.0,48
Trpm4,291.0,64
Itga4,226.0,61
Sltm,376.0,62
Aff2,271.0,59
Wdr5b,130.0,49
Zdhhc15,346.0,63
Mfhas1,264.0,62
Gm5113,153.0,51
Plat,262.0,56
Sh3glb2,1389.0,69
Kdm5d,156.0,53
Higd1a,241.0,60
Cxcr5,131.0,45
Sft2d3,193.0,52
Mfsd7a,177.0,57
Col4a5,137.0,44
Top2b,132.0,48
Pinc,296.0,61
Tdp1,314.0,63
Tln2,398.0,62
Usp26,191.0,61
Unc13b,174.0,54
Ddx52,148.0,50
Smg7,386.0,67
Mpp2,788.0,66
Lman2,209.0,58
Tsen54,247.0,60
Shank1,4812.0,69
Timd4,224.0,62
Shpk,175.0,49
Bdkrb2,105.0,42
Slc7a4,260.0,57
Rab24,576.0,68
Mta2,366.0,62
Rasa4,195.0,59
Plbd2,726.0,69
Tead1,278.0,62
Dtx2,250.0,66
Il17rd,156.0,54
Brpf3,304.0,62
Gucd1,206.0,55
Wipf2,309.0,64
C2cd5,236.0,62
Plcxd2,487.0,63
Kctd18,147.0,50
Zbtb39,164.0,59
Ythdc2,232.0,61
Pter,251.0,59
Scml4,308.0,65
Tead3,192.0,57
Arhgef9,297.0,56
Calu,254.0,59
Nes,175.0,57
Tube1,133.0,53
Cldn15,190.0,56
Serpinc1,272.0,61
Peg3,792.0,69
Rab35,469.0,69
Fzd10,237.0,55
Spg11,234.0,64
Robo3,255.0,63
Casp8,208.0,63
B3galt4,225.0,59
Rassf8,260.0,63
Dido1,569.0,67
Cwf19l1,119.0,49
Krt76,218.0,59
Kcnab2,1706.0,68
Ezh1,292.0,58
Neurog3,230.0,56
Zfp507,233.0,54
Ppfibp2,146.0,52
Abcf3,283.0,59
Qars,382.0,63
Trpv2,303.0,66
Gatad2b,691.0,66
Dnajc5,1125.0,67
Slc27a6,409.0,67
Trip13,91.0,38
Tmem200a,174.0,51
B4galnt4,634.0,64
Mcm2,219.0,64
Aqr,228.0,58
Fosl1,197.0,57
Afap1l1,317.0,60
Itgb5,543.0,68
Thsd4,99.0,38
Notum,199.0,62
Gpr155,219.0,60
Celsr1,184.0,61
Fry,671.0,68
Mme,156.0,53
Pigk,660.0,68
Dcbld1,196.0,56
Efna5,131.0,44
Gcnt3,242.0,58
Slc16a11,238.0,61
Ascl1,155.0,53
Ddx21,173.0,56
Igsf10,113.0,43
Gucy1a2,299.0,63
Tekt4,165.0,55
Appl2,287.0,62
Slc10a7,223.0,60
Atxn2,686.0,67
Elac1,226.0,60
Rce1,149.0,50
Dvl1,514.0,66
Lbr,224.0,58
Ehf,133.0,51
Cdc6,127.0,45
Irs3,158.0,54
Rgag4,200.0,56
Pla2g5,96.0,42
Ptpn5,353.0,63
Zfp385b,427.0,61
Lrrc25,165.0,55
Myadm,338.0,60
Kitl,131.0,49
Amdhd1,148.0,53
Mtss1,215.0,58
Uhmk1,174.0,57
Tmem136,261.0,65
Cdk11b,286.0,63
Rad21,451.0,63
Mal,611.0,66
Samd8,169.0,51
Mast2,561.0,67
Kirrel,151.0,54
Nek1,199.0,63
Sh3pxd2a,299.0,60
Reep2,1577.0,70
Ptdss2,423.0,65
Chrna5,229.0,64
Tmem63a,379.0,66
Inpp4a,1719.0,69
Cep104,189.0,56
Tctn2,325.0,63
Unc5d,231.0,61
Dbpht2,288.0,62
Lipg,155.0,49
Nol11,209.0,57
Dis3l,304.0,64
Arhgef2,425.0,66
Dag1,790.0,70
Sun2,232.0,60
Crtc2,238.0,58
Dcst1,172.0,51
Lsm14a,369.0,63
Pcdh7,1074.0,69
Lonrf3,265.0,64
Fam3c,306.0,66
Kctd9,179.0,53
Rnf215,223.0,62
Ppt1,425.0,65
Phtf1,210.0,58
Zfp148,158.0,54
Creb3,382.0,66
Syt3,527.0,64
Fam71a,268.0,58
Lta4h,324.0,64
Prokr2,214.0,58
Iffo1,472.0,68
Fam214b,292.0,63
Popdc3,213.0,57
Pdzd7,270.0,62
Cnnm1,363.0,62
Zbtb5,200.0,58
Kcnq5,228.0,54
Zfp646,216.0,61
Tspan33,308.0,62
Mylk4,133.0,48
Adcy4,233.0,62
Poldip2,582.0,70
Fastkd1,199.0,55
Galnt11,460.0,67
Sharpin,323.0,63
Golim4,188.0,57
Rab44,490.0,68
Smpd4,275.0,62
Trim8,775.0,69
Lrrc3,239.0,56
Smurf2,268.0,58
Cacna1a,768.0,64
Ube2g1,222.0,58
Ppp1r18,179.0,55
Acsl4,315.0,66
Plscr2,179.0,54
Magel2,186.0,56
Rpap1,324.0,63
Zfp689,198.0,58
Pip4k2a,305.0,62
Scarb2,435.0,68
Spata2,517.0,65
Arnt2,936.0,68
Numb,375.0,65
Prex2,244.0,62
Gas7,1385.0,69
Grhl3,178.0,61
Elk3,223.0,58
Il1rn,132.0,49
Flywch1,1358.0,69
Guf1,215.0,63
Lama5,240.0,60
Foxo3,446.0,64
Ippk,213.0,64
Ttll5,226.0,57
Grin2d,274.0,60
Mast4,429.0,63
Adam23,318.0,63
Wdr25,212.0,60
Msln,161.0,58
X4930431p03rik,170.0,56
Trim28,561.0,68
Fmn1,194.0,58
Slc24a3,617.0,60
Vps33b,265.0,65
Phldb2,118.0,45
Siah2,287.0,59
Kpnb1,572.0,66
Slc6a7,414.0,60
Efcc1,175.0,53
Apob,159.0,58
Smad7,313.0,60
Loxl2,93.0,38
Acer3,134.0,49
Shd,311.0,64
Krt78,172.0,55
Kcnv1,427.0,62
Klhdc9,184.0,52
Tmtc4,208.0,63
Xpnpep2,113.0,43
Tbkbp1,419.0,65
Tbx15,161.0,58
Etv6,250.0,62
Zfp648,189.0,59
Tmem38a,818.0,65
Abcb11,201.0,62
Ncaph,253.0,59
Pink1,1102.0,69
Arl5c,222.0,55
Lif,120.0,45
Ccdc115,330.0,62
Gabrg3,188.0,58
Pacs1,311.0,62
Cabin1,315.0,58
Bmp3,181.0,55
Slc18a2,184.0,55
Bysl,273.0,56
Ccdc114,191.0,55
Btc,141.0,51
Pex2,212.0,60
Fbxw8,283.0,61
Tpst2,377.0,62
Ash1l,336.0,58
Slc25a20,151.0,56
Hoxb4,250.0,64
Dna2,94.0,40
Nipsnap1,557.0,65
Oacyl,307.0,64
Traf3ip3,196.0,58
Fndc9,175.0,57
Tmem143,270.0,62
Szt2,244.0,61
Bdkrb1,191.0,56
Ipo9,186.0,58
Cxcl14,306.0,63
Ppp1r16a,483.0,61
Ppip5k1,251.0,57
Rtfdc1,575.0,69
Ppp1r16b,490.0,67
Ndufaf3,445.0,67
Tvp23a,370.0,66
Trim25,197.0,55
Mark4,1041.0,67
Ripk3,285.0,63
Auts2,366.0,60
Sgca,224.0,64
Shb,204.0,55
Smad4,262.0,62
Dcbld2,258.0,65
Ubxn10,164.0,47
Atg5,204.0,59
Il34,278.0,59
Rap1gap,1007.0,69
Sgk3,176.0,59
Ikzf3,165.0,52
Pde10a,323.0,65
Mastl,132.0,54
Mier2,304.0,61
Cdkn1c,133.0,53
Chpf2,451.0,64
Psg29,174.0,55
Fam26d,129.0,51
Lrch3,205.0,59
Gm10390,114.0,42
Rft1,202.0,60
Ctsf,514.0,66
Rhpn1,178.0,51
Mum1,345.0,64
Rps6ka6,187.0,54
Sulf2,589.0,67
Chm,142.0,49
Tdrd6,72.0,38
Gtf2h3,171.0,50
Ttc39a,217.0,63
Kif15,124.0,47
Erf,380.0,67
Nab1,101.0,45
Ttc7,166.0,57
Pcp4l1,908.0,69
Acin1,597.0,69
Marco,89.0,40
Efhd2,2294.0,70
Arc,3070.0,67
Fntb,288.0,62
Recql4,196.0,58
Ncbp1,283.0,59
Gmip,169.0,56
Klhl24,254.0,54
Kdm4c,270.0,63
Ap4e1,144.0,46
Tenm4,383.0,63
Ints4,173.0,57
Usp42,223.0,62
Ston1,127.0,47
Tbc1d23,181.0,52
Tbc1d13,266.0,64
Msx3,110.0,49
Pomt1,181.0,58
Grik5,1641.0,70
Cog8,392.0,67
Nars2,193.0,54
Ivd,539.0,68
Ddx46,433.0,66
Cd19,117.0,52
Nos3,110.0,46
Pfpl,174.0,52
Rell1,269.0,61
Ctso,223.0,57
Pax8,293.0,60
Sik3,533.0,65
Alox5,291.0,63
Ranbp3l,106.0,43
Alg8,106.0,45
Foxd2,238.0,64
Rspo4,229.0,54
Nfkbid,164.0,51
Usp37,146.0,46
Jag1,235.0,63
Gcnt2,181.0,58
Acad9,269.0,62
Adrb1,504.0,65
Rsbn1l,203.0,56
Prdm4,321.0,63
Ltn1,290.0,62
Krt71,150.0,51
Srrm1,723.0,69
Prph2,187.0,53
