"","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"13050_10250",1.72480930899154e-07,3.61108185615168e-07,0.00238615749515869,0.00615839201016736,0.182458753793546,0.00338580659223549,0.587222259080195,0.00058655324817024,0.000897424222638318,4.22418986613877e-06,1.65961580746118e-07,0.212676205411632,2.58540548763048e-06,1.29273433480464e-06,1.62660337559148e-06,0.00252756375200118,0.000931931224686318,0.000758524685808806
"13050_10350",1.04919101769311e-07,1.3766444815229e-07,0.00215649056023231,0.0103272995692835,0.178226885583965,0.0027670184573091,0.561842347751442,0.000267280175202932,0.000927109048029648,8.83532411646496e-07,9.64325308925393e-09,0.238061829880385,6.31820868530354e-05,3.51716472503259e-07,6.89293045414928e-07,0.000882990716939849,9.34693596299755e-05,0.00438192004199491
"13050_10450",6.81657278696913e-07,8.43522291761258e-08,0.000481854402458979,0.0118699098741339,0.161565344796933,0.00234844371455086,0.524808350489961,0.000103955075555495,2.21142265418493e-05,4.46754237245609e-07,3.14559078282483e-09,0.266057335228095,0.0137880151867172,3.70312065766167e-07,1.9492150891743e-07,1.49623723305027e-05,1.62611838520083e-06,0.018936307371427
"13050_10550",7.62615587497863e-07,2.05354650496617e-08,6.46978387896365e-06,0.00626301663171421,0.0862236561056614,0.00183936951296324,0.539134550530278,3.21718090365861e-05,8.89841087274535e-07,5.71932214990317e-08,5.31952206487441e-10,0.285198211513868,0.0542263336128827,5.7105879552796e-07,3.15797450899239e-07,1.02241085599392e-07,1.48050205728829e-08,0.0270734858800503
"13050_10650",1.12905509330237e-08,1.48922788395591e-09,6.54418251026433e-06,0.00797228502211521,0.111228848103692,0.0021887710989325,0.553539163313752,2.90997577528444e-06,9.30284539546535e-07,2.85158158137964e-09,2.99191604317314e-12,0.301919363000496,0.00116355461170734,1.49451582904802e-07,5.08360761482375e-10,4.22800687165783e-08,1.38727786987691e-08,0.0219774086593362
"13050_10750",3.89198253521279e-08,1.58849180453269e-08,5.14274824676679e-05,0.0102875130619502,0.138616761476377,0.00272379445180575,0.562261673002909,3.90734184811832e-05,3.93654461497637e-06,3.95465860864817e-08,3.29327642441271e-10,0.276609097902442,9.83831653320849e-05,1.39626433737464e-07,1.31563422373841e-08,2.18925525845312e-06,1.9838534473322e-07,0.00930570438958414
"13050_10850",1.03755311277125e-07,3.33043965006653e-08,0.000259254339525116,0.00601001232006747,0.159100458911305,0.00180733371338043,0.57869804463575,0.00138752812851583,5.25638162791684e-05,6.08568741387637e-07,2.54439436008941e-09,0.247682195961016,6.83894649116117e-05,2.88872987173957e-07,1.41905243815494e-07,5.60108081319789e-05,2.72073846054622e-05,0.00484982156543814
"13050_10950",7.97285134127207e-08,4.09706812826115e-08,0.000248258522873216,0.00725580519061618,0.163822009645426,0.00304483213160288,0.579470681638393,0.00190762537652184,8.28445383446069e-05,5.32400507426628e-07,2.69001344081051e-09,0.238044254530431,9.33629445729381e-06,1.61463921273864e-06,3.22155052215097e-07,0.000101124350129503,2.24898661932043e-05,0.00598814533103046
"13050_11050",2.46193486313714e-07,8.98352422788069e-08,0.000266345024503462,0.0079222067687146,0.136282170196979,0.00310390571180227,0.617880561941461,0.000299420337089563,0.000104554695751264,5.09805320969345e-07,1.13252840220177e-08,0.230982534021348,4.12498751432347e-06,3.79901575155824e-07,4.96159271503475e-07,0.000150716397395494,3.67571425061335e-05,0.00296496955475442
"13050_11150",3.48599450475452e-07,1.07846070987214e-07,0.000309037091168563,0.00572937715216136,0.135370613440816,0.00184129662682429,0.600963908664756,9.53998638293493e-05,0.000201832756536594,7.19688510049705e-07,3.28521548782671e-08,0.251550830756526,2.85956832393295e-06,1.85319808391089e-07,2.83569142951052e-07,0.000514121268363226,0.000189903896539392,0.00322914103901725
"13050_11250",1.57907231524649e-07,2.25251133487724e-07,0.00137922445935608,0.00687493946719382,0.159925391068017,0.00279935513068016,0.600593342381378,8.96711974071436e-05,0.000311288076010032,2.54501556911839e-06,4.51380209751762e-08,0.226582464210789,4.7822252533202e-06,2.74982710162887e-07,6.73696367430636e-07,0.000749856439889227,0.000319461522116777,0.000366301830876577
"13050_11350",5.14075802375801e-07,3.94661899411786e-07,0.00128226600256797,0.0111295028205387,0.159196750246635,0.00652294191211395,0.591525486806197,0.000113852572830238,0.00140343325802266,6.26411017871793e-06,6.26549026229893e-07,0.223204781800613,1.06132699221437e-05,8.82470130832678e-07,3.85591760373601e-06,0.0011678982446803,0.00150905048434114,0.00292088479689708
"13050_11450",3.46146431295648e-07,8.73462629882086e-07,9.96901408767152e-05,0.0823480946581471,0.0463989436883373,0.00365888811914485,0.597704065665166,1.95025069236612e-06,0.000126477528173142,1.04214038282138e-06,1.07055427608688e-07,0.251047247204324,5.11548798882836e-08,5.46742390609165e-06,9.21297839148417e-07,0.000101541183884568,0.000172572716553308,0.0183317201632036
"13050_11550",1.18365871096419e-06,1.71674187035745e-06,1.79212115936731e-06,0.203542539392113,0.0143645607127285,0.00235789977741622,0.519540804232895,3.56186690306614e-05,8.30851264524206e-07,7.5192781637103e-06,9.52950328677065e-07,0.239203735538629,2.45087630650624e-06,0.000178018758173447,9.62440358734112e-07,9.45808125697893e-06,1.23698783951068e-05,0.0207375860411995
"13050_11650",3.99210206826347e-10,1.07167319381195e-10,4.15440456528352e-09,0.0687099854054269,0.000102888574226496,0.00863698351099692,0.586039258347085,2.34923962585211e-09,6.54035713246135e-08,9.50385377469221e-11,1.95824816084178e-12,0.291065152069241,3.3590652115829e-11,0.000766052186956229,1.20096979479187e-10,3.73243493578048e-10,1.58489488157142e-09,0.0446796052836523
"13050_11750",2.1330801150268e-06,9.71207239291002e-07,2.28471136862217e-05,0.102285763280504,0.0102221667858433,0.00514343035900958,0.604623652710301,3.73918286852061e-06,2.49825520371589e-05,4.58978982736093e-07,8.047958898172e-08,0.235323014140494,7.98260481100089e-08,0.000264677525685701,3.02593336020821e-07,6.72759600966821e-06,1.39992242226086e-06,0.0420735726658296
"13050_11850",1.98741881058839e-11,3.15244480847811e-10,0.0240156620574425,0.0898152657172368,0.157776669678769,0.000875675713637744,0.434315993357255,1.39814506469656e-09,0.0215359681733959,5.47245993511205e-08,8.64237551557883e-10,0.264923335680751,0.00402127243518342,1.24453406871343e-12,5.35587895348095e-06,0.00245724067495629,0.000228229918313583,2.92733907598524e-05
"13050_11950",7.90888016995254e-08,7.04047009867181e-09,7.37129815174387e-09,0.00520223347183632,0.00577067502014823,0.00272919147975298,0.553383014987349,1.01194176879983e-07,1.49744032782148e-08,4.52570553680093e-10,5.47317392757835e-10,0.404317895247636,1.10968940531366e-08,1.42085790845252e-06,6.33871718551836e-09,7.73829723220691e-11,5.56514485055947e-11,0.0285953406976852
"13050_12050",2.28187448306197e-09,1.43850794140315e-10,1.58008745877194e-09,0.00446536741005407,0.00259182303714255,0.00250724848381244,0.529914071521029,1.13514918818839e-08,1.4772001941242e-08,2.74249657425093e-12,4.55814815988004e-12,0.430175513433916,1.55325194391799e-07,5.22887247404436e-08,1.38719771009744e-10,1.63885101914946e-12,3.59135842395248e-14,0.0303457382231257
"13050_6250",1.09733329052257e-18,3.15253952562615e-21,2.44191448157873e-16,0.00131539906685549,1.43346345382212e-07,0.000245735862209782,0.389343219686439,1.33254876424213e-15,1.24890047667818e-13,1.95628963442413e-22,2.1177543408871e-23,0.609094364886948,1.21793981070606e-15,6.70574049730307e-14,7.84082628456014e-20,6.6758719879008e-22,1.232561844045e-24,1.13715100695236e-06
"13050_6350",5.59847343014643e-15,7.05075061045407e-17,2.74519082711836e-13,0.00211274678496891,1.29477524462231e-05,0.0013133806854678,0.463873214434889,8.25786324345441e-13,9.7173439179692e-12,4.14764989629992e-19,1.1211238687163e-19,0.531734520022949,1.76460358625186e-13,5.85435884042658e-11,8.39205469172097e-16,4.54188545938505e-19,9.96476816450934e-21,0.000953190249735203
"13050_6450",3.10868701654384e-12,5.79059181766319e-14,2.36201690177073e-10,0.00559966717182079,0.00130128484318595,0.00452942913061644,0.534489973696698,4.01586913878385e-10,3.1309618959185e-10,1.63090511501036e-14,6.73192101385013e-16,0.436837204431828,2.31602926712729e-10,3.50176402357355e-09,2.69322685864539e-12,1.02598786843964e-14,2.49330170963494e-16,0.0172424360357115
"13050_6550",1.21262061406007e-07,1.35685028929373e-08,5.80846316729209e-09,0.00654996979085284,0.00259897296616237,0.00298239944216773,0.584819503388841,5.9414807849318e-08,5.50618252707674e-08,4.05331631001982e-11,3.01586012885105e-11,0.371346241091028,5.4178118189875e-08,6.45076123102616e-06,1.39851919211037e-09,2.13432938117271e-10,3.43122909524015e-11,0.0316961515489816
"13050_6650",7.45780158513629e-07,6.24579673266525e-07,1.49515381046085e-06,0.0337975171938251,0.0065367572156519,0.00245377993973148,0.574005848952123,7.8396098171269e-07,1.75267124120821e-06,7.37900113644943e-09,8.72454546919072e-10,0.321453849703712,8.7341297801673e-08,4.96067950277427e-05,1.65691412514275e-08,1.6968868317554e-08,3.0471864013331e-08,0.0616970784514365
"13050_6750",1.82841230088332e-08,1.8521522106525e-08,4.73767300156933e-09,0.0337236119883057,0.00127201815833514,0.00394734047244881,0.52266162087379,6.48561053282253e-08,2.96482657550605e-08,1.4645534453794e-10,2.15747163160343e-10,0.417856301898079,1.54435586959416e-09,1.86444484782108e-05,4.48293074408834e-09,1.08194884256771e-10,4.67905234120100e-11,0.0205203195683993
"13050_6850",8.08149754631078e-09,3.49739692701711e-09,6.70190908637019e-08,0.0464571558821823,0.000729100611630445,0.00398492934112887,0.568533420827384,2.39383834983681e-07,1.262248227346e-07,1.3680669825324e-09,8.75644874024069e-11,0.335406755139551,1.03022704567739e-08,1.95271041317524e-05,2.7398368969641e-09,2.23325781190934e-09,5.84978613786221e-10,0.0448686495713734
"13050_6950",6.09287159017803e-09,2.66585764146065e-10,7.5954319124243e-08,0.0145719266364585,0.00571408228242979,0.00309103999203249,0.579961695171842,6.05443838486467e-08,1.82686885970578e-07,1.01200633041715e-10,1.62847685832181e-12,0.366350452383721,7.82262929789956e-09,2.37434550972533e-07,4.30954682251624e-10,1.14775365214031e-09,3.39880170341217e-10,0.0303102307098719
"13050_7050",1.89838791639805e-09,3.08548835173132e-10,2.49072882694865e-07,0.0533072032586301,0.0110831406628027,0.00303886006013366,0.563672433911013,1.81277627658356e-07,4.48659527394114e-07,4.86642631996873e-10,2.82097303364538e-11,0.335451250829577,1.13895811069291e-08,7.28953349771986e-07,7.48511745975306e-10,2.02069877807839e-08,1.07873164900286e-08,0.0334454574602691
"13050_7150",1.64676915362984e-08,4.18663342530328e-09,3.73797792746665e-07,0.100524804824839,0.00706222561865871,0.00216024954380482,0.547111836388957,4.50618797088174e-07,1.52820396231419e-06,4.0494655619952e-09,5.92383621464098e-10,0.328532797548797,2.15583272708782e-08,2.45426445864374e-06,8.62723639721016e-09,6.44935577375551e-08,2.23414663299749e-07,0.0146029357999737
"13050_7250",4.02221898820638e-08,1.84096919642043e-08,0.000143441837137646,0.0252916357913929,0.0946655151952265,0.00331346359392581,0.57529120752727,1.61372041725672e-05,0.000155736294605672,3.11980334223795e-07,2.74905237683179e-08,0.29115250896899,5.67299571853219e-07,6.29713634863836e-07,3.78752756940331e-07,6.0701627783267e-05,4.60598163670734e-05,0.00986161827442484
"13050_7350",1.57412274398355e-07,3.48513067294679e-08,0.000439654248678148,0.00976670707491653,0.143361560651809,0.00283030506479072,0.578353145608878,8.18301021645767e-05,0.000534293040448982,2.16848943996653e-06,4.64166267861399e-08,0.259682076556657,1.7365146223754e-06,6.68396987549016e-07,1.48882352831538e-06,0.000150619691591681,0.000107644479549611,0.00468586257572968
"13050_7450",7.24759949105796e-08,2.23729312730463e-08,0.000190649438565628,0.00381498780555333,0.158503651719851,0.00377515416437177,0.572285065961667,2.60881411091781e-05,7.80811946769544e-05,8.15638003642801e-08,4.1122373235372e-09,0.259618022964812,5.24963073250375e-07,1.92219583156044e-07,1.72420772165156e-07,0.000156550440315763,7.51778170148593e-05,0.00147550022367069
"13050_7550",1.48166774360806e-08,1.29075004523891e-08,0.000380744882904583,0.00549967926199382,0.156906923774802,0.00237949305548314,0.56046601380207,1.12641368566421e-05,0.000173801078750795,1.41724720344718e-07,2.70264547230733e-09,0.273567018732371,2.35887324457634e-06,2.181556547862e-08,2.41477691928686e-08,0.000126274032336938,4.79167145932232e-05,0.000438293539714941
"13050_7650",1.46999785928466e-07,2.44255893012499e-08,0.000242468826689148,0.00767654248281842,0.143201867670133,0.00247111997166387,0.576299242472611,6.34918752155112e-05,9.94215371295154e-05,2.8569862399019e-07,6.53137151053851e-09,0.266986202710534,8.28385453439396e-07,2.47818351780087e-07,6.80695553946385e-08,4.28267909282959e-05,2.69245002026988e-05,0.00288828323334378
"13050_7750",2.24818378800146e-07,1.54348781551813e-07,0.000636391077425053,0.00759443972884348,0.164737960783431,0.00213837943540369,0.557261399321692,0.000160045352250953,9.37206889029433e-05,1.44965971404976e-07,2.6896731677923e-09,0.260182590606633,1.1513411526551e-05,2.91968205033236e-07,1.12188360010114e-07,5.09459819877314e-05,7.28482655705662e-06,0.00712439780597627
"13050_7850",3.1298925988045e-08,8.3213746636486e-09,0.000200738610162804,0.00907489521457131,0.149735626455554,0.00282201330850707,0.569634543219891,0.000168403212846411,1.69154179926435e-05,9.76047080680885e-08,4.36448121619831e-10,0.259322353661504,4.66119437465768e-05,8.6743630946612e-07,3.13183354043605e-08,9.70913518490473e-06,1.58525514694581e-06,0.00896556814879091
"13050_7950",2.54740940884024e-07,2.00848131405029e-08,1.62198156257416e-05,0.0125520154269709,0.109852939182468,0.00253662136005316,0.557621665324637,3.06959533947741e-05,4.33142003493768e-06,9.50750532858643e-08,6.61401996291662e-10,0.27262672833647,0.0337688280834282,4.89591530499492e-07,3.86488771323764e-08,1.8927272847292e-06,8.84288674379949e-08,0.0109870751381481
"13050_8050",4.78032666655212e-07,4.22772775155526e-07,0.001826084497706,0.00321973927116805,0.190799398795266,0.00245363950587424,0.558835644101273,0.00115941880595066,0.000497072144464228,2.6452958323382e-06,3.28682832123403e-08,0.23529980258487,0.000114738728045591,4.01006251987964e-07,1.26259218839167e-06,0.000157455206106766,0.000122840549723928,0.00550892324155317
"13050_8150",3.64526786006982e-07,2.7941908678876e-07,0.00105487520087766,0.0105309323526616,0.171963410877605,0.00331060133335192,0.579380859759592,0.00055174524934963,0.000459266404858181,1.46770509685471e-06,3.40504617906268e-08,0.230278453375224,1.58784240602522e-05,7.37780284086969e-07,1.09602410931391e-06,0.000773114575550349,0.000182963866237527,0.00149391907480629
"13050_8250",1.66508637935873e-07,3.49491742444049e-08,0.000851684352031956,0.00458882002870665,0.182528534460555,0.00319509684640794,0.571531830927824,0.000190663825307476,0.00044405400142923,1.78699153050518e-06,1.0303321764188e-07,0.235518885957253,9.5592479647132e-06,1.92194876366057e-07,1.20659049792578e-06,0.000230155394205587,0.000265985129864079,0.000641239560516246
"13050_8350",2.4792163444429e-07,1.0874616025363e-07,0.000459471873240314,0.0430935018012467,0.12282229518604,0.00253206666825585,0.571547343452161,5.35097876086168e-05,0.000263141899502951,1.44587187594981e-06,2.41779810366674e-08,0.249794969805161,1.33024889595416e-06,2.8186005132562e-06,5.26382600152073e-07,0.00014470558578367,0.000205829558607003,0.00907666243273133
"13050_8450",6.97544683347558e-08,3.26185359469493e-08,2.36248945373981e-06,0.13186594762888,0.011199041805232,0.00227874023370052,0.548525495525295,3.59437728056402e-06,1.25170100387358e-06,7.49694411188585e-08,2.94497669226917e-09,0.2712497039205,1.366359499212e-07,3.6537452854901e-06,7.04628471631338e-08,7.36859066939603e-07,4.28845848834016e-07,0.0348686554822337
"13050_8550",1.11120500687006e-07,5.87645161701097e-08,4.5830283824395e-05,0.033075729633363,0.0625878439708006,0.00292486226585456,0.544388577790766,2.55704597848267e-05,2.81687193882615e-05,8.89781144350625e-08,1.98090736142462e-09,0.299083050627522,1.44884040905422e-06,8.97147347149513e-07,5.56574528716599e-08,3.3256072767367e-06,3.95538040918836e-06,0.057830422771762
"13050_8650",4.41927219964544e-09,1.4183351927371e-09,1.49321342964298e-07,0.0646939240883575,0.00407161462601836,0.00197830350311169,0.566213317409789,9.45959466782445e-07,1.36045326090671e-07,1.91508208241791e-09,9.10334933162457e-11,0.30782419884664,7.75357069268109e-08,6.73897333681006e-06,9.9540421023636e-09,1.36088670397006e-08,6.55522251600671e-09,0.0552105557290493
"13050_8750",1.10897199622131e-08,5.75195681944957e-09,5.37669508563642e-08,0.0574922309840932,0.00147036926863687,0.00436839703877515,0.557013934010637,1.1748440112989e-07,1.72321477467223e-07,7.59239884785324e-10,9.49334795002498e-11,0.331331208449804,2.44834006318279e-08,4.53437752758868e-06,2.06556502379281e-09,5.90319269817137e-09,3.67459484855726e-09,0.048318928475093
"13050_8850",1.98767238433552e-06,7.24773862644146e-07,2.4436853122429e-07,0.0149840937548,0.0155685101462103,0.00625920806961844,0.60008528352423,4.145220643732e-06,4.25352152488269e-07,1.33347417928543e-07,7.41138938975734e-09,0.322708545967936,2.82453515810162e-06,0.000245904984581302,8.43606708134425e-07,2.4630726909424e-08,1.57477816917915e-08,0.0401370768858667
"13050_8950",7.6384314889425e-06,4.87248983327162e-06,1.89254977162436e-07,0.00680750209002048,0.0179080737953581,0.00246215655433568,0.580622742358416,2.92730803949557e-06,2.26249926711599e-07,6.12829011979455e-08,1.58675696815277e-07,0.362124724124729,4.08691094272762e-07,0.00126667780489938,5.80819679026366e-07,4.5123275183993e-08,1.39296736472065e-08,0.0287910010156559
"13050_9050",8.38912041991621e-06,6.14824554657957e-07,5.73081617337438e-07,0.00425088598406748,0.0167012134439241,0.00523557419299608,0.610927999907811,2.0607884028506e-06,4.89832694192451e-07,2.14084797579498e-08,6.35482797400769e-08,0.326736571230975,5.73044669763505e-05,9.91973331068358e-06,4.73494148382351e-07,5.45378032953486e-09,1.347170924897e-09,0.0360678381403914
"13050_9150",2.92911143067909e-09,4.77759769378575e-11,1.88491327775146e-08,0.017699546734278,0.000681957308685407,0.00933657265992601,0.606780011625977,3.5398003499601e-08,1.17878923108692e-07,8.89442179468025e-12,2.75072830487258e-12,0.323780374095548,3.1473237369942e-07,1.09592820200223e-06,4.99116508815229e-10,6.51013531012475e-12,3.63744978368311e-13,0.041719951294428
"13050_9250",1.48803749057073e-08,3.03104952309711e-09,1.4764300376791e-07,0.0128652522592825,0.00226630190984301,0.0058378253275186,0.604768257571345,1.60322735881535e-08,2.87657313335506e-06,3.02179054662418e-11,1.4507504687785e-11,0.329947384468013,9.74199615953604e-07,1.17403917535355e-06,1.02865466916157e-09,1.37368924116359e-10,1.97645152809059e-11,0.0443097708348579
"13050_9350",1.45429735080511e-09,1.29150449919364e-10,1.15323303090838e-08,0.0115734210741269,0.00199798288888576,0.00862010102355166,0.590570878861064,1.00258098239817e-08,3.11553553374182e-08,3.57002941325886e-12,1.01470051697837e-12,0.351309608712864,2.19037645108498e-08,2.02753918917813e-07,6.38058085028163e-11,4.55112881319172e-12,9.98150335362446e-13,0.0359277284109406
"13050_9450",5.01696955775495e-08,6.47888200467335e-09,1.01822875396218e-08,0.00644326256367769,0.00660833528123067,0.0033340267077829,0.534089400369495,8.42529773082805e-08,3.41594050677309e-08,6.51178300725153e-11,8.90316724770162e-11,0.416142781161227,7.79455904141611e-08,1.35034388970333e-07,1.8026411327609e-09,2.4317416446008e-11,1.42984273336563e-11,0.033381793697953
"13050_9550",4.08033381772695e-06,2.26647356163913e-06,9.00147579856289e-07,0.0248622735909367,0.0201640050586538,0.00444667755184553,0.613668121283309,5.24637262136738e-06,1.77143543502105e-06,1.49136550152815e-07,5.16387131853439e-08,0.302770589055328,5.33824741772752e-06,0.000120899726984197,4.66727728264005e-07,1.11133482982825e-07,1.22601514545968e-07,0.0339469294845194
"13050_9650",1.06187430897332e-07,2.45218466373463e-08,2.59511442194246e-08,0.0347400112250077,0.00158630236603782,0.00249387915118774,0.570828787018689,3.34078413677619e-07,5.74093300624782e-08,1.11843071575858e-09,2.61333399082026e-10,0.34797345198759,2.04972309068759e-07,2.19709893209039e-05,5.95984940708973e-09,8.10012603416578e-10,2.19277942085855e-10,0.0423548357727874
"13050_9750",2.43260364321864e-08,3.09280797067679e-08,8.87286245463982e-07,0.0370279861881412,0.0062657155280722,0.00255415239526745,0.571209136852021,2.65559889156316e-07,8.58683933705841e-07,2.32355797035325e-09,4.47976523979457e-10,0.330886147293733,2.64231743847428e-08,3.2810310874211e-06,2.86301128249553e-09,4.02166458785893e-08,3.41631728623015e-08,0.0520514074899543
"13050_9850",3.83966745421456e-10,4.2530655698721e-10,1.17994415614798e-08,0.0458235097924727,0.000441903705557888,0.00255596353353847,0.529905319267379,3.04262053591526e-08,3.13598018288001e-08,2.98822811892586e-11,8.68532266893397e-13,0.384627440694558,4.08823393557052e-09,6.38925442692759e-07,4.34794201821043e-11,2.7103873303586e-10,7.15800407018239e-11,0.0366451451812463
"13050_9950",1.11207571029922e-06,7.858573511176e-07,3.88340498297192e-05,0.118131356904469,0.0272040897438073,0.00563761465084089,0.568698260247973,1.05906638583318e-05,2.78386642902908e-05,4.53152678466242e-07,1.71707138838677e-08,0.233456637410007,1.2581398221158e-05,3.99165887559583e-05,1.43254164714362e-07,1.79825544155013e-05,1.80691717096774e-05,0.0467037164412035
"13150_10050",5.33722936100667e-08,5.10281503812109e-08,0.000144669381935083,0.0408219206831308,0.0787565966360711,0.00299508268142049,0.603009988984673,1.02349506270168e-05,9.36140352231824e-05,3.11420679503131e-07,2.0376034194652e-08,0.25807699633132,6.86556561168283e-07,1.23505831811633e-06,2.03934255919996e-07,1.79478562928964e-05,2.85929809787257e-05,0.0160417937320348
"13150_10150",2.14354953019969e-07,4.54430937108354e-08,0.000969023810179259,0.00718492679718352,0.17913213523198,0.00151227415158003,0.594342928674658,0.000267037488006686,0.000384378640884223,5.87187102766392e-06,7.28362974262563e-08,0.213020805789039,2.66831779863384e-06,1.28271392420198e-06,5.59604882925117e-07,0.00100401022121522,0.00110208386382124,0.00106968018947512
"13150_10250",5.08499514421508e-07,7.92109418254726e-07,0.00547290198201594,0.0125681709531319,0.176170762562026,0.00406086966282343,0.575248281794781,0.00118973889975869,0.0012361327425477,2.77518691267167e-06,1.42561488373257e-07,0.216886512670655,1.56858471314494e-05,1.67379844154733e-06,9.46203626953739e-07,0.00172940150873811,0.000482345854931975,0.00493235716205609
"13150_10350",6.18987966762943e-08,2.54268856817459e-08,0.000365275168231176,0.0133540809847539,0.161645977079304,0.00218517338431208,0.560240776664481,0.000277065234354552,6.09597702154251e-05,2.3213645465168e-07,2.29272372783471e-09,0.254900114570823,4.78404297324066e-05,5.36849024501624e-07,1.17234219703315e-07,4.75166920013863e-05,3.46203339991674e-06,0.00687078215028596
"13150_10450",6.09300504568751e-07,4.01379061543814e-07,0.000144982172553827,0.0114878484494277,0.135619666180007,0.00365443842604217,0.569357665108889,0.000157364125464097,1.4933898018436e-05,2.53032268414128e-07,2.02054865801797e-09,0.256548392797429,0.00814809430125035,5.05002393026575e-07,1.01551697898842e-07,5.74840561940295e-06,1.30393858956854e-06,0.0148576899102366
"13150_10550",1.42548580311229e-07,2.85811150909646e-09,1.09431416805846e-06,0.00769528008355961,0.0581020983414168,0.0029544687760885,0.560053062561005,2.64274248646761e-06,1.15525188316316e-07,7.26513522746507e-09,2.40488955277851e-11,0.323997969207847,0.0201016501482099,5.65501326792101e-07,4.19302957162445e-09,8.19547018118186e-09,1.40870275797766e-09,0.0270908863056249
"13150_10650",7.99239331378188e-09,3.74000032335991e-10,9.7464239305845e-07,0.00680480861121563,0.0653687109775427,0.00387795211803008,0.589978870523172,1.49997322262132e-06,1.72762250741094e-07,2.54931273459216e-10,2.76529130299162e-12,0.316453674555022,0.000236764043048226,1.19107958717529e-07,1.76371608000337e-09,7.54089894625194e-09,1.03494700232916e-09,0.0172764337224925
"13150_10750",4.536615243644e-08,2.72663323789837e-08,0.000109447946915903,0.0082760557609845,0.136663670435419,0.00368300154445066,0.576025611410437,0.000108685775775997,1.75147975734553e-05,5.18445738393912e-08,4.57438473756681e-10,0.262166501814055,0.000309631897230808,1.62595857833171e-06,7.20739682025101e-08,1.08373469973323e-05,1.92109565367587e-06,0.0126252972074635
"13150_10850",1.00478355508895e-06,3.50756495754887e-07,0.000352299258787149,0.0125147614458293,0.170305949700202,0.00264371124605911,0.573680346181788,0.00273369317050127,0.00023723867953011,1.47832059047264e-06,1.88825091894384e-08,0.232087712805149,9.55012127682734e-05,1.88657152147871e-06,8.43929023731929e-07,0.000332283152685098,6.89453138424122e-05,0.00494197458916248
"13150_10950",1.52313836835677e-07,5.44833261514734e-08,0.000643749442054862,0.0108470230748883,0.170468394414513,0.00246739844226011,0.562125964349268,0.000664434462021824,0.000189918568845369,4.20575501195423e-07,5.59405991625784e-09,0.246819783508095,4.23176217945694e-05,5.75993066710136e-07,3.91149704954561e-07,0.000149369489261898,1.23836825598119e-05,0.00556766283494112
"13150_11050",4.23934225415046e-08,7.84903885489961e-08,0.000301403776735623,0.00743748161969492,0.147811433162867,0.00470795702458222,0.59243489785969,0.000334770960685914,0.000270393145384557,4.59225818666565e-07,6.71184293375485e-09,0.244081235200349,8.49169363017374e-06,9.77744658218471e-07,2.27808487152499e-07,0.000158902194088204,5.93025242659263e-05,0.00239193846340811
"13150_11150",4.46680530087291e-07,2.86255922028108e-07,0.00266947784885495,0.00569924427109596,0.166054044219829,0.00292074537150114,0.598786830559429,0.000447268967387341,0.00110784254188873,2.45964431958524e-06,1.11009227709445e-07,0.218054599845335,2.20534919641895e-06,1.25080762336038e-06,7.25665382140021e-07,0.00250993567434544,0.000657778995872592,0.00108474629225998
"13150_11250",1.16869447784704e-07,8.92320895438501e-08,0.000651850820424405,0.00589449265938552,0.157353498654529,0.00442670065517973,0.5648588369769,3.15024808697382e-05,0.000524545920963605,3.3174719979023e-07,1.3876823650069e-08,0.264745171405345,8.06565652527274e-07,9.46068384923566e-08,1.57489455491559e-07,0.000403218109635938,0.000293968823942039,0.000814603105318267
"13150_11350",6.09015839476972e-07,1.05140782524071e-06,0.00184149625953982,0.0065729986943686,0.137917992726537,0.00260735535468595,0.607224316868048,8.80730472728386e-05,0.00142203279209308,5.22167877752388e-06,4.21677898290242e-07,0.237492348078251,2.21279848960005e-06,7.53527761692792e-07,1.07277438338187e-06,0.00197183554313375,0.00180501164105318,0.00104519611404166
"13150_11450",4.479630454269e-06,8.92680303492637e-07,0.00147714361092026,0.0533393599857532,0.217121811738068,0.00242362266147218,0.440171539201122,0.000109285977957491,0.000790294695201329,5.88675215370308e-05,9.66659766316262e-07,0.278552384491984,2.79660368748683e-05,1.03620074958103e-07,7.15902886519878e-05,0.00192540513881085,0.00297367180058386,0.000950614260463423
"13150_11550",3.26409956515023e-06,1.38394196822299e-06,0.000112559433458143,0.0704229265477137,0.0159247956253065,0.00876343398290421,0.622758767591659,5.4944341227303e-05,0.000285559592537068,3.29153103018628e-05,2.44605547237504e-06,0.239904873818895,2.36029987721009e-06,0.000582760174021903,1.5497724733127e-06,0.00074946522859869,0.000516527584562049,0.0398794665994576
"13150_11650",4.60761417928158e-06,3.27148153316215e-06,2.75786546573222e-05,0.0410876296735212,0.0279829864887079,0.00375804923223449,0.626612333885157,1.48734226799072e-05,4.13079053810065e-05,1.19523355482413e-06,3.68107790162429e-07,0.258127495897406,3.25823768720518e-06,3.38326238287075e-05,2.2338087962932e-06,4.50014534835196e-05,5.15401222751642e-05,0.042202436157127
