"cell_ID","n03-GC-1","n02-PGC-1","n07-GC-2","n17-M/TC-3","n06-Transition","n01-OSNs","n13-AstrocyteLike","n09-GC-3","n14-GC-7","n10-GC-4","n05-PGC-2","n18-EPL-IN","n04-Immature","n16-M/TC-2","n08-PGC-3","n11-GC-5","n12-GC-6","n15-M/TC-1"
"12550_9050",0.169382491441622,0.000590798673037945,0,0.158081406524912,0.135689842143195,0.262587324169991,0,0.088430414362509,0.185237722684733,0,0,0,0,0,0,0,0,0
"12550_9150",0,0.177979057077742,0.118447926568947,0.140504182957105,0,0,0,0.22753086154355,0,0.00416923482703829,0,1.47923832690902e-20,0,0,0,0.106926090000262,0,0.224442647025356
"12550_9250",0,0,0,0.340856424084008,0.00353765226596724,0,0,0.580303362476685,0.0601910336435137,0,0,0,0,0,0,0,0.0151115275298261,0
"12550_9350",0.18470696410821,-1.965181879613e-19,0.00156099707223125,0.0832125254800721,0,0.255015532953977,0,0.0545348214696473,0.261764632578698,0,0,0,0,0,0,0,0,0.159204526337165
"12550_9450",0.189274424673576,0.138086690335812,0,0.020751961880245,3.99301424634375e-19,0,0.557150671299098,0,0.0452392149816498,0,0,-1.5663167916885e-19,0,0,0,0,0,0.0494970368296186
"12550_9550",0,0.364389366656677,0,0.262526514700885,0,0,0,0,0,0,0,0,0,0.334577365493023,0,0,0.0384952242891922,1.15288602231394e-05
"12550_9650",0.298493815558655,0.143030033977694,0,0.222036780342568,0,0,0,0,0,0,0,0.175947877722187,0,0,0,-7.64666636549967e-20,0.160491492398896,0
"12550_9750",0,0.177582191757253,0,0.676019742801812,0,0,0,0,0,0,0,0,0,0,0,0.0177082642899883,0.0357716080028991,0.0929181931480474
"12550_9850",0,0,0,0.698805511834943,0,0,0,0.1043092377237,0,0,0,0,0,0,0,0.196885250441357,-3.27047149126607e-19,0
"12550_9950",6.10090318207521e-05,0,0,0.694689926079787,0,0,0,0.0286382380332416,0,0,0,0,0,0,0,0.275248643175915,0.00136218367923613,0
"12650_10050",0,0,0,0.486205064151869,0,0,0,0,0,0,0,0.000538034945017394,0,0,0,0.509121128054065,0.00413577284904898,0
"12650_10150",0,0,0,0.0268908240331394,0,0,0,0,0.502320329422375,0,0,-7.1695121588103e-21,0,0,0,0.470788846544485,0,0
"12650_10250",0,0,0.0886048503291199,0,0,0,0,0.279062375949878,0.0827094930566596,0,0,0,0,0,0,0.549623280664343,6.12133270671438e-21,0
"12650_10350",0,0,-6.76233135862304e-18,0.000903456113518243,0,0,0,0.110099280913363,1.12766046196277e-18,0,0,0,0,0,0,0.888997262973119,0,0
"12650_10450",0,0,0,0.00873257181751444,0,0,0,0.107412820381612,0.0475102321089073,0,0,0,2.29923578549042e-20,0,0,0.836344375691966,0,0
"12650_10550",0,0,0,0.0331299792638241,0,0,0,0.248065209383872,0,0,0,0,0.329718418879492,0,0,0.324115359510393,0.0649710329624185,0
"12650_10650",0,0,0,0.00696576635110465,0,0,0,0.0960736959933537,-5.60435387416281e-18,0,0,8.8541829827462e-20,0,0,0,0.896960537655542,0,0
"12650_10750",0,0,0,0.037026719439808,0,0,0,0.0933489063027257,0.0030507805839911,0,0,0,0,0,0,0.866573593673475,0,0
"12650_10850",0,0,0,-8.80420802447382e-20,0,0,0,0.111784992860378,-1.1527498705049e-18,0,0,0,0,0,0,0.888215007139622,0,0
"12650_10950",0,0,0,0,0,0,0,0.204835088580986,0,0,0,-1.84206042909994e-18,0,0,0,0.795164911419014,-8.05299803130552e-18,0
"12650_11050",0,0,0,0,0,0,0,0.145592271063075,0.723784274940295,0,0,0,0,0,0,0.13062345399663,2.52752787978693e-18,0
"12650_11150",0,0,0,0,0,0,0,0,0.680913153583346,0,0,0,0,0,0,0.319086846416654,2.58504458290915e-21,0
"12650_11250",0,0.0192469244926665,0.13369978449057,0.180285578822792,0,0,0,0,0.167967814058637,0,0,0,0,0,0,0.380682058184796,0.118117839950539,0
"12650_11350",0,0,0,0.807629221430442,0,0,0,0,0,0,0,0,0,0,0,0.189279072134807,0.00309170643475126,0
"12650_11450",0,0,0,0.728041929241586,0,0,0,0,0,0,0,0,0,0,0,0,0.271958070758414,0
"12650_11550",0,0,0,0.383891644817154,0,0,0,0.411102242185513,0,0.0464489981096968,0,0.00121329321113334,0,0,0,0,0.157343821676503,0
"12650_11650",0,0.0289812640990665,0,0.608157593799832,0,0,0,0.175649857891021,0,0,0,0,0,0,0,0.0809280708087886,0,0.106283213401293
"12650_11750",0,0.101144163176762,0,0.826473140743416,0,0,0,0,0,0,0,0,0,0,0,0,0.0149142272498526,0.0574684688299688
"12650_11850",0,0.329089228264013,0,0.121073691911775,0,0,0,0,0,0,0,0.201745089144442,0,0.302118141499087,0,0,0.0459738491806833,0
"12650_11950",0.307680071410056,0,0,0.33985341233,0,0.206249992678079,0,0,0,0,0,0.0240614656842262,0,0,0,0,0.089045795024584,0.0331092628730544
"12650_12050",0.0960356514912967,0,0,0.110991306153708,0.00587240567090762,0.46951251064133,0,0.0830433140249514,0.0620350374707625,0,0,0.0120231683818815,0,0,0,0,0,0.160486606165163
"12650_6250",0,0.00489879073492931,0,0,0,0,0.633316666499835,0.22719504040917,0,0,0,0,0,0,0,0,0.0875565266575399,0.0470329756985253
"12650_6350",0.00581452852418602,0,-2.39446048074255e-18,0.071157510480112,0.0753646172636309,0.522064063628362,0,9.87484877426769e-19,0.238116839687225,0,0,0,0,0,0,0,0,0.087482440416484
"12650_6450",0,0.00274510238771604,0.0569048926530879,0.142911083869548,0,0.715021665414459,0,0,0,0,0,0,0,0,0,0,0,0.0824172556751896
"12650_6550",0,0.406383468361924,0.0886068823859986,0.233485159475278,0,0.250703098204544,0,0,0,0,0,0,0,0,0,0,0,0.0208213915722553
"12650_6650",0.0598521029355818,0.309369841235773,0.178930626528137,0,0,0.190141792191626,0,0,0.00373544034192192,0,0,0,0,0.257970196766959,0,0,0,0
"12650_6750",0.34668551168231,0.0799146159521917,0,0.189336308564118,0,0.0451457798306477,0,0,0.338917783970733,0,0,0,0,0,0,0,0,0
"12650_6850",0.444496303153225,0.0959615219585201,0,0.262691450056673,-1.42989480776053e-20,0,0,0.00876489369815182,0,0,0,0.165098400988609,0,0,0,0,0,0.022987430144821
"12650_6950",0.0700219961148389,0.157016322409694,0,0.749182299560016,0,0,0,0,0,0,0,0,0,0,0,0,0.0237793819154509,1.15984448155065e-18
"12650_7050",0,0.107895196380334,0,0.77842053787671,0,0,0,0,0,0,0,0,0,0,0,0,0.048860384947996,0.0648238807949597
"12650_7150",0,0.0801883555768571,0,0.494548969404715,0,0,0,0,0,0,0,0,0,0,0,0.24175154062939,0.0334010946143819,0.150110039774656
"12650_7250",0,0,0,0.517773080524965,0,0,0,0.126463773391579,0,0,0,0,0,0,0,0.276066462308385,0.0641646270047507,0.0155320567703208
"12650_7350",0.0470316332806175,0.109921020987095,0,0.507257572351497,0,0,0,0,0,0,0,0,0,0,0,0,0.306380389248882,0.0294093841319089
"12650_7450",0,0,0,0.425186805976548,0,0,0,0,0,0,0,0,0,0,0,0.570513584797514,0.00429960922593804,0
"12650_7550",0,0,0,0.835523736568914,0,0,0,0,0,0,0,0,0,0,0,0.0493062489084627,0.115170014522623,0
"12650_7650",0,0,0,0.10544010996424,0,0,0,0.200813297593037,0.16478257225836,0,0,1.0834167626417e-19,0,0,0,0.528964020184363,0,0
"12650_7750",0,0,0.216380387558478,0.0278930170967437,0,0,0,0.214135882812204,0,0,0,0,0,0,0,0.541590712532574,0,0
"12650_7850",0,0,0,0,0,0,0,0.139376978576746,0,0,0,-2.45798858830468e-18,0,0,0,0.860623021423254,0,0
"12650_7950",0,0.0158626383388272,0,0.0045607385434509,0,0,0,0.0866827423747221,0.369643109141403,0,0,0,0,0,0,0.510660378985766,0,0.0125903926158305
"12650_8050",0,0,0,0.0187491836807152,0,0,0,0.21613548769424,0.102850282901292,0,0,0,2.1200435017372e-19,0,0,0.662265045723753,0,0
"12650_8150",0,0,0,0.0995411804705951,0,0,0,0.157746584448365,0,0,0,0,0,0,0,0.74271223508104,-2.95017124599836e-19,0
"12650_8250",0,0,0,0.0676958507026455,0,0,0,0,0,0,0,0,0,0,0,0.932304149297355,-1.49010504200444e-18,0
"12650_8350",0,0,0.399074788763461,0.0580757539845487,0,0,0,0.181136890019442,0,0,0,0,0,0,0,0.36040439128011,0.00130817595243903,0
"12650_8450",0.0195067927206138,7.25904143465667e-20,0,0.378224531174729,0,0,0,0.188710686758684,0,0,0,0,0,0,0,0.381095038733813,0.0324629506121604,0
"12650_8550",0,0.13061292886515,0,0.513180511762716,0.137955582619058,0,0,0.134199469557404,0,0,0,0,0,0,0,0,0.0840515071956729,0
"12650_8650",0,0.0301309199818429,0,0.728412374062786,0,0,0,0.150738914613487,0,0,0,0,0,0,0,0,0.0844167005656485,0.0063010907762354
"12650_8750",0,0.0545937803142915,0,0.731974365533827,0,0,0,0.0882999019188754,0,0,0,0,0,0,0,0,0.0636362561835317,0.0614956960494745
"12650_8850",0.28501029366741,0.0852550436676767,0,0.145547578876198,0,0,0,0.0819778558643171,0,0,0,0.0129433493215786,0,0.38926587860282,0,0,0,1.97567177707835e-19
"12650_8950",0.318254770417419,0,0,0.069396064275216,-4.81970067325382e-18,0.00140435667371244,0.36890047756974,0,7.55808058281221e-20,0,0,0.196054279816908,0,0,0,0,0,0.0459900512470048
"12650_9050",0.0116900614880458,0,0.000105052505754314,0.0479819827361679,0,0.0102733862207123,0.780158096572849,0.00581003768431075,0.00101093485601627,0,0,0,0,0,0,0,0,0.142970447936144
"12650_9150",0.165882025010181,1.30273734742078e-18,0.542209692668513,0.105107853178046,0,0,0,0.18680042914326,0,0,0,0,0,0,0,0,0,0
"12650_9250",-1.5278715855568e-18,0.168718092475673,0,0.173427841604077,8.52046929094418e-18,-1.17482681646317e-18,0.42176284286049,0.0335755639744919,0,0,0,0,0,0,0,0,0.0367944591914208,0.165721199893847
"12650_9350",0.0962419208102561,0,0,0.0851022248651624,0,0.537234101661353,0,0.125174945773108,0,0,0,0,0,0,0,0,0.0381052388190381,0.118141568071082
"12650_9450",0.146631114975761,0.045133052853426,0,0.093547337467976,0,0.0140896972845663,0.516234021295586,0,0.0955308261629932,0,0,0,0,0,0,0,0,0.0888339499596918
"12650_9550",0.536390545747957,9.80139538412295e-18,1.52350731091999e-18,0.108310965240322,0.257094251989571,0,0,1.42085048363421e-18,0,0,0,0.0982042370221497,0,0,0,0,0,0
"12650_9650",0.106940422414947,0.177837330168966,0,0.404811193547454,0,-5.93275818936826e-21,0,0,0,0,0,0,0,0.117781458718386,0,0,0.167410546387055,0.0252190487631918
"12650_9750",0,0.0777416092040952,0,0.720735164725301,0,0,0,0.114275721384071,0,0,0,0,0,0,0,0,0.0872475046865335,0
"12650_9850",0.0753778005300586,0,0,0.411988734702992,0,0,0,0.307610533698332,0,0,0,0,0,0,0,0.138079352906932,0.066943578161685,0
"12650_9950",0,-9.58150692641552e-21,0,0.264523676588491,0,0,0,0.175871612520393,0.447125229598629,0,0,-1.48816856058177e-18,0,0,0,0.0408152126579894,0.000308250839503515,0.0713560177949941
"12750_10050",0,0,0,0.53895061559942,0,0,0,0.154489606720724,0,0,0,0,0,0,0,0.303124963074274,0.00343481460558229,0
"12750_10150",0,0,0,0.0233655382547503,0,0,0,0.226751556260748,0.254349881165055,0,0,0.0307070250806464,0,0,0,0.464825999238801,0,0
"12750_10250",0,0,0,0.000479635860737034,0,0,0,0.178947583342829,0.302583621590667,0,0,0,0,0,0,0.517989159205767,-1.28935741750412e-17,0
"12750_10350",0,0,1.21589482005843e-17,0.0188588256869084,0,0,0,0.13338958474972,0,0,0,0,0,0,0,0.847751589563372,0,0
"12750_10450",0,0,0,0.0146255960831644,0,0,0,0.163691035890823,0,0,0,0,0.0526705331415417,0,0,0.769012834884471,0,0
"12750_10550",0,0,0,0.0628537314754823,0.000126533324780924,0,0,0.220655875833652,2.53006874399374e-19,0,0,0,0.681935119492491,0,0,0.0344287398735941,0,0
"12750_10650",0,0,0.00139161126560948,0.000332013848250557,0,0,0,0.136738873831029,3.76636990843456e-19,0,0,0,0,0,0,0.861537501055111,0,0
"12750_10750",0,0,5.03279843295431e-18,0.00151787984047928,0,0,0,0.168560016182923,-2.19559814721098e-19,0,0,0,0,0,0,0.829922103976598,0,0
"12750_10850",0,0,0,-2.03207429755038e-19,0,0,0,0.298685304961742,0.418759938169209,0,0,0,0,0,0,0.28255475686905,0,0
"12750_10950",0,0,0,0.000344631153883737,0,0,0,0.239107652046329,0.443094105649678,0,0,0,0,0,0,0.317453611150109,0,0
"12750_11050",0,0,0.0847323700265854,0.0281214131698765,0,0,0,0.146034512520345,0,0,0,5.22088787164615e-19,0,0,0,0.741111704283193,-4.48613320947044e-18,0
"12750_11150",0,0,0,0,0,0,0,0,0.818329150637671,0,0,0,0,0,0,0.181670849362329,-9.45999011877997e-19,0
"12750_11250",0,0,0,0.0442121515306553,0,0,0,0.159769281533292,0.130435280234879,0,0,-2.12231388426383e-18,0,0,0,0.664613990267187,0.000969296433986062,0
"12750_11350",0.0790898217541422,0,0,0.316343357306078,0,0,0,0,0,0,0,0.32617502123032,0,0,0,0.112360280548833,0.166031519160627,0
"12750_11450",0,0.0392965117934963,0,0.735838010321571,0,0,0,0,0,0,0,0,0,0,0,0.142164559709467,0.0827009181754652,0
"12750_11550",0,0,0,0.534615989312964,0,0,0,0.157321598222423,0,0,0,0,0,0,0,0.235722537205744,0.00210565767861133,0.0702342175802573
"12750_11650",0,0.172158000822633,0.0535940470595772,0.723304043036092,0,0,0,0,0,0,0,0,0,0,0,7.10659549900321e-19,0.00352864041880693,0.0474152686628904
"12750_11750",0,0.125605142855554,0,0.705417513898677,0,0,0,0,0,0,0.0490037543154163,0,0,-1.98491729064631e-19,0,0,0.0452276812033986,0.0747459077269536
"12750_11850",0.29433490539609,0.0266847070173357,0,0.302105733722308,0,0,0,0.0386524173490647,0,0,0,0,0,0.327291153511146,0,0,0.0109310830040553,0
"12750_11950",0,0.227766947366853,0,0.422136422389392,0,0.0904198246639605,0,0.259676805579795,0,0,0,0,0,0,0,0,0,1.28623277591049e-19
"12750_12050",0,0.0502429872440238,0,0.0981084138609784,0,0.621320119581752,0,0,0,0,0,0.0830297560318928,0,0,0,0,0,0.147298723281353
"12750_6250",0,0,0.211559117764529,0.31573634504361,0.0341193709296503,0.438585166262211,0,0,0,0,0,0,0,0,0,0,0,0
"12750_6350",0,0.0311258432861617,0.280660053954638,0.124695558239231,0.157634687014471,0.285829178861638,0,0.120054678643859,0,0,0,0,0,0,0,0,0,0
"12750_6450",0,0.142750375817449,0,0.101615034577173,0.123970723990955,0.459786776907532,0,0,0,0,0,0,0,0.171877088706891,0,0,0,0
"12750_6550",0.328587015619014,0.000271872516874705,0.0178902728347464,0.210517566159965,0.16517124221357,0.179816270256816,0,0.0199829058941936,0,0,0,0,0,0,0,0,0,0.0777628545048202
"12750_6650",0.117708877293351,0.184775346161452,0,0.0995400782024543,0,0,0,0,0,0,0.0988718571392355,0.314762371949231,0,0.116212797883347,0,0,0.0255996692006197,0.0425290021703108
"12750_6750",0.242116082269421,0.0751202874111841,0,0.16246515991447,0,0.16498548886441,0,-1.2453125332474e-18,0,0,0,0.282550737824146,0,0,0,0,0,0.0727622437163692
"12750_6850",0.134274932633838,0.0687920322862479,0,0.449686065995929,0,0,0,0.0720616672557719,0,0,0,0.142532730925284,0,0,0,0,0.0842051370177574,0.0484474338851719
"12750_6950",0.00017372713849045,0,0,0.482037841102063,0,0,0,0.132694228940647,0,0,0,0,0,0.109651015960666,0,0.115731548685011,-2.58941486547702e-20,0.159711638173122
"12750_7050",0,0.0406616612398294,0.302450472761228,0.401273092299035,0,0,0,0.252301368181244,0,0,0,0.00331340551866428,0,0,0,0,0,0
"12750_7150",0,0.062204757726926,0,0.278871184182317,0,0,0,0,0,0,0,0,0,0,0,0.493005182524796,0.165918875565961,0
"12750_7250",0,0.0716017493339765,0,0.671564890623949,0,0,0,0,0,0,0,0,0,0,0,0.106113161768421,0.0422007625948587,0.108519435678796
"12750_7350",0,0,-1.03259767326332e-18,0.369540239976906,0.347016998396492,0,0,0.0145526721464355,0,0,0,0,0,0,0,0.268890089480166,0,0
"12750_7450",0.0245448479574392,0.0601249391613111,0,0.38226402508178,0,0,0,0,0,0,0,0.3713301151129,0,0,0,0,0.161736072686569,0
"12750_7550",0,0,0.365787601917867,0.20250330302273,0,0,0,0,0,0,0,0.138789789193233,0,0,0,0.0594609841595316,0.233458321706639,0
"12750_7650",0,0,0,0.0570191028160357,0,0,0,0.187585616721604,0,0,0,0,0,0,0,0.753046918078533,0.00234836238382728,0
"12750_7750",0,0,0,0.0420111989108135,0,0,0,0,0.403658216844427,0,0,0,0,0,0,0.55433058424476,4.19015829896293e-19,0
"12750_7850",0,0,0,0.0354513870743318,0,0,0,0.336272868694477,0,0,0,0,0,0,0,0.628275744231191,-4.85673219491763e-18,0
"12750_7950",0,0,0,0.00516565412852821,0,0,0,0.210479430429095,0.355289152976767,0,0,0,0.191785282575498,0,0,0.237280479890112,1.81297032262427e-17,0
"12750_8050",0,0,0,0.000331794707105039,0,0,0,0.284834328964449,0.0488576233305975,0,0,0,0.0249156958707435,0,0,0.641060557127105,0,0
"12750_8150",0,0,0,0.018769602795418,0,0,0,0.0892488362121,-6.41319993772746e-18,0,0,1.94894809463064e-22,0,0,0,0.891981560992482,0,0
"12750_8250",0,0,0,0,0,0,0,0,0.682685172389193,0,0,0,0,0,0,0.317314827610807,5.26556920504987e-18,0
"12750_8350",0,0,0.35327963198997,0.104319085905706,0,0,0,0.199995422580747,0,0,0,0.0644006434958947,0,0,0,0.27593828072831,0.00206693529937199,0
"12750_8450",0,0,0,0.602524913661838,0,0,0,0,0,0,0,0,0,0,0,0.299166976822218,0.098308109515944,0
"12750_8550",0,0.0548461718642742,0,0.58323175778085,0,0,0,0,0,0,0,0,0,0,0,0.226772862791282,0.135149207563594,2.00104302822541e-19
"12750_8650",0.054860125803626,0,0,0.33940454023895,0,0,0,0.241384427701347,0,0,0,0,0,0,0,0.364350906256077,0,0
"12750_8750",0,0.136841447186027,0,0.573789221143033,0,0,0,0.16823523648745,0,0,0,0,0,0,0,0,0.0766684327129423,0.0444656624705479
"12750_8850",0.369081646526231,0.0262343559428775,0,0.27735069298481,0,0,0,0.0365028333942381,0,0,0,0.210988592794485,0,0,0,0,0,0.0798418783573592
"12750_8950",0,0.306201400578423,0,0.145884930287605,0,0.271791461942755,0,-4.49816481365329e-21,0.202768804432395,0,0,0.026389020320608,0,0,0,0,0,0.0469643824382143
"12750_9050",0.18958933753716,-1.00698559402998e-18,0,0.0522009604344139,-2.00993612581399e-18,0,0,0.0465268584822826,0.477444569763135,0,0,0,0,0,0,0,0,0.234238273783008
"12750_9150",0,0.119461230689647,0,0.278139237445281,0,0.299657362961701,0,0.0242180653340017,0,0.147129353825439,0,0,0,0,0,0.101251345650325,0.0131052690943588,0.0170381349992475
"12750_9250",0.272839643898056,0,0,0.020841359048,0.0773374323801915,0.159703186915585,0,0,0.0551993613229342,0.414079016435233,0,0,0,0,0,0,-1.12178211404996e-19,0
"12750_9350",0,0.0648209659852768,0,0.056982842901851,0,0.677477871920891,0,0.0652261429273423,0,0,0,0,0,0,0,0,0,0.135492176264638
"12750_9450",0.177180802799366,0.154888972684315,0,0.0774100990854838,-5.65500724759315e-19,0.328920212284659,0,1.39074264460791e-20,0,0,0.108383874025729,0.130902107160698,0,0,0,0,0,0.0223139319597489
"12750_9550",0.369823781095374,0.0991971536759211,0,0.110789153338401,0,0,0,0,0,0,0,0.171210084051755,0,0.204984703546213,0,0,0.043995124292336,0
"12750_9650",0.109267353180059,0.183377000813973,0,0.577221442311484,0,0,0,0,0,0,0,0,0,0,0,0,0.0503359184635524,0.0797982852309315
"12750_9750",0,0.0776509077341096,0,0.749803188142239,0,0,0,0.0445471543667722,0,0,0,0,0,0,0,0,0.0073932040881674,0.120605545668712
"12750_9850",0.0742338180817602,0,0,0.55575346238667,0,0,0,0.0433390854221343,0,0,0,0,0,0,0,0,0.0944861866207636,0.232187447488672
"12750_9950",0,0,0,0.482757254950654,0,0,0,0.386964000393226,0,0,0,0,0,0,0,0.128884057565582,0.00139468709053846,0
"12850_10050",0,0,0,0.772999026457217,0,0,0,0.128359064764696,0,0,0,0,0,0,0,0.0877011042961747,0.0109408044819124,0
"12850_10150",0,-1.14073075467216e-18,0,0.0437403301949647,0,0,0,0,0.202659291259624,0,0,-1.70897020514624e-18,0,0,0,0.753600378545412,0,0
"12850_10250",0,0,0,0,0,0,0,0.196750467196168,0,0,0,0,0,0,0,0.803249532803832,0,0
"12850_10350",0,0,0,0.0745709731501421,0,0,0,0.193190186814614,0,0,0,0,0,0,0,0.732238840035244,1.06003367533192e-17,0
"12850_10450",0,0,0,0.00278562980073514,0,0,0,0,0,0,0,0,0.0543194135526503,0,0,0.942894956646614,0,0
"12850_10550",0,0,0,0.0649864868561457,0,0,0,0,0,0,0,0,0.657708533511302,0,0,0.277304979632552,-4.33399055799104e-19,0
"12850_10650",0,0,0,0.0743161219431241,0,0,0,0.128696629350728,0.00319267119552131,0,0,0,0.0972007417800874,0,0,0.69659383573054,0,0
"12850_10750",0,0,0,0.0299429398106444,0,0,0,0.0356405528095428,0.0914807930471126,0,0,0,0,0,0,0.8429357143327,0,0
"12850_10850",0,0,0,0.0804890871848367,0,0,0,0.207793651722793,0,0,0,0,0,0,0,0.71171726109237,7.73768160168472e-19,0
"12850_10950",0,0,0,0.00105271102488138,0,0,0,0.142005014914863,-3.97563566176191e-17,0,0,3.01206394972337e-19,0,0,0,0.856942274060256,0,0
"12850_11050",0,0,0.148262205067431,0.0599267514490631,0,0,0,0.179962191041736,0,0,0,0,0,0,0,0.609969920213866,0.00187893222790417,0
"12850_11150",0,0,0.238625110854519,0,0,0,0,0.232600069492096,0,0,0,0,0,0,0,0.528774819653385,1.76180211430517e-19,0
"12850_11250",0,0,0,0.00224439459217185,0,0,0,0.108296636168064,0.63286931638981,0,0,0,0,0,0,0.256589652849953,-1.66919783710259e-18,0
"12850_11350",0.0835266713004472,0,0,0.154659723814617,0,0,0,0,0.551955950800544,0,0,0.0148549755536102,0,0,0,0.105241444465169,0.089761234065613,0
"12850_11450",0,0,0,0.413647557950644,0,0,0,0,0,0,0,0.31981691378122,0,0,0,0.202735020369774,0.0638005078983613,0
"12850_11550",0,0.0152772930201861,0,0.547486803764748,0,0,0,0.0976965875245314,0,0,0,0,0,0,0,0.329657085476336,0.00988223021419926,0
"12850_11650",0,0,0,0.591460798214575,0,0,0,0.407981298493257,0,0,0,0,0,0,0,0,0.000557903292167599,0
"12850_11850",0,0,0.576145528965492,0,0,0.134076628703982,0,0,0,0,0,0,0,0.289777842330526,0,0,0,0
"12850_11950",0.256647542675757,0.234426674588372,0,0.219588741444348,0,0.153174014946535,0,0,0.0265663570953446,0,0,0,0,0,0,0,0,0.109596669249644
"12850_12050",0,0.0815923024028614,0,0.097551586723917,0,0.329816147423246,0,0.12766502805024,0.274699895593728,0,0,0,0,0,0,0,0.000839555896871858,0.0878354839091363
"12850_6250",0,0,0.261429494954939,0.00552558531113052,0,0.295411003791243,0,0.437633915942688,-8.51204442934398e-18,0,0,0,0,0,0,0,0,0
"12850_6350",0,0.0917443808846979,0.116596964165856,0.0698623647978418,0,0.657593765094474,0,0,0,2.46358271765782e-19,0,0,0,0,0,0,0,0.0642025250571297
"12850_6450",0,0.198199327999339,0,0.161788530164829,4.43512322062908e-18,0.402935830442491,0,0,0,0,0,0.0898290943776334,0,0,0,0,0,0.147247217015709
"12850_6550",0.331078556040559,0.000722495410782409,0,0.282770293860276,0.20098121984887,0.131004954566244,0,0.0516740667721802,0,0,0,0,0,0,0,0,0.00176841350108796,0
"12850_6650",0.104522862619469,0.155822991382084,0,0.0688312056442985,0,0.12179961057073,0,0,0.0297966400017915,0,0.0983429092903324,0.178299599387927,0,0,0,0,0.00903343640314384,0.233550744700223
"12850_6750",0.388761897234162,0.00204417368941341,0,0.221904252113977,0,0.0621654930868552,0,3.40552914174562e-19,0.325124183875592,0,0,0,0,0,0,0,0,0
"12850_6850",0.0474775937054611,0.0989798882274613,0,0.478496385776468,0,0,0,0,0,0,0,0.00294004823216204,0,0.348379599287182,0,0,0.0237264847712663,0
"12850_6950",0,0.073525545414482,0,0.543324865817014,0,0,0,0.120578932846973,0,0,0,0.0119280854068877,0,0,0,7.1130888999486e-19,0.0789489299341335,0.17169364058051
"12850_7050",0.17296586663416,0,0,0.296169507724195,0,0,0,0,0,0,0,0.222729214160616,0,0.00355527067201582,0,0,0.0850607932351617,0.219519347573852
"12850_7150",0,0.134542289371464,0,0.641255705499285,0,0,0,0,0,0,0,0,0,0,0,0.122833083272996,0.101368921856255,2.46884983376176e-19
"12850_7250",0.0143673920029652,0,0.0639314625637787,0.622052319597689,0,0,0,0.181801975689001,0,0,0,0,0,0,0,0.113910214787529,0.00390626302774432,3.03723312931612e-05
"12850_7350",0,0,0,0.718482573330544,0,0,0,0,0,0,0,0,0,0,0,0.194833172265811,0.0866842544036455,0
"12850_7450",0,0,0,0.242598499644234,0,0,0,0.172265818563577,0,0,0,0.250162942088403,0,0,0,0,0.334972739703786,0
"12850_7550",0,0,0.209915834913116,0.0597184657004766,0,0,0,0,0.234734899133306,0,0,0,0,0,0,0.495630800253101,-2.87778024651794e-18,0
"12850_7650",0,0,0,0.0403581167591763,0,0,0,0.136274699377173,0.42666382612281,0,0,0,0,0,0,0.39670335774084,5.28051989825417e-18,0
"12850_7750",0,0,-4.17612041382489e-18,0,0,0,0,0.151146431650826,8.47133167479028e-18,0,0,0,0,0,0,0.848853568349174,0,0
"12850_7850",0,0,0,0.111342532581897,0,0,0,0,0,0,0,0,0,0,0,0.883715288735422,0.00494217868268064,0
"12850_7950",0,0,0,0.0676384877059657,0,0,0,0,0,0,0,0,0.257128216945485,0,0,0.634042320032432,0,0.0411909753161168
"12850_8050",0,0,0,0.012072372906387,0,0,0,0.149218386337251,0.00214540761494476,0,0,0,0,0,0,0.836563833141418,0,0
"12850_8150",0,0,0,-4.36171162002177e-20,0,0,0,0.182853742887569,-2.34226899666078e-19,0,0,0,0,0,0,0.817146257112431,0,0
"12850_8250",0,0,0,0,0,0,0,0.118762217533127,0.748786094963231,0,0,0,0,0,0,0.132451687503642,5.97157982261427e-18,0
"12850_8350",0,0,0,0.15382001228558,0,0,0,0,0,0,0,0.44928789316446,0,0,0,0.396587646225506,0.000304448324454492,0
"12850_8450",0,0,0,0.816111670564366,0,0,0,0.128203517639709,0,0,0,0,0,0,0,3.10398069751373e-18,0.0556848117959257,0
"12850_8550",0,0.0355668175830203,0,0.44506483029857,0,0,0,0.254664358928158,0,0,0,0,0,0,0,0.264703993190252,0,0
"12850_8650",0,0.0266505929676267,0,0.709092319594029,0,0,0,0.0646465885045402,0,0,0,0,0,0,0,0,0.0666185466759405,0.132991952257864
"12850_8750",0,0.0370274273488476,0,0.731339654975913,0,0,0,0.128523259116774,0,0,0,0,0,0,0,0.0771302636737519,0.000197817662834514,0.025781577221879
"12850_8850",0.155242890635874,0.152761888135018,0,0.138250890791959,0.0384408200956638,0,0,0,0,0,0,0.153673041701185,0,0.306667569067925,0,0,0.0504749101898404,0.00448798938253397
"12850_8950",0.140208265706532,0.174422930969595,0,0.140681688749028,0,0,0,0.00315444208130019,0.479016094277788,0,0,2.22157279356117e-18,0,0,0,0,0.000521455456132388,0.0619951227596245
"12850_9050",0.0741111604758003,0.102283091742276,0,0.0496686312870498,0.00130610563727836,0,0,0.0796840605763067,0,0,0,0.265503235584906,0,0,0,0.257486643551648,0.0316156889481142,0.13834138219662
