cell_label,brain_section_label,feature_matrix_label,donor_label,donor_genotype,donor_sex,cluster_alias,z,subclass_confidence_score,cluster_confidence_score,high_quality_transfer,neurotransmitter,class,subclass,supertype,cluster,neurotransmitter_color,class_color,subclass_color,supertype_color,cluster_color,n_counts
244256415355955819246979139203756368471,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999876558866526,0.6933541930954844,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,322.0
244798997901074674579305000256535941399,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999751739325952,0.5457707690450112,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,493.0
246809396788330253259984733555975706616,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999581863360428,0.5633648796274024,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,265.0
251015435533034213490838399722188574079,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999716967997022,0.6823545630968607,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,265.0
252858549386860549371223495239907770371,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1322,0.3,0.9548897703405012,0.9389183547382588,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0149 OB Trdn Gaba_2,0530 OB Trdn Gaba_2,#FF3358,#1b4332,#684599,#3D4966,#992E36,103.0
253275168401315346385928211883132049624,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999613442620248,0.500918598643722,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,534.0
254595669013603347576756476992828300412,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1317,0.3,0.9715882567333912,0.9322741884528783,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0153 OB-in Frmd7 Gaba_4,0556 OB-in Frmd7 Gaba_4,#FF3358,#1b4332,#FF0073,#80FF26,#A8CC7A,219.0
255574508339041583559783563580876086075,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1336,0.3,0.9999797873761676,0.6000561063650806,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0547 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#579945,299.0
256295803671099120331421975874317156833,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999641322693534,0.5215306323219985,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,197.0
257865709570751441251809586805238776432,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999602910341062,0.6605176170477188,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,343.0
258829096887311498156416953013787993390,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1322,0.3,0.9999734846579176,0.6585087105488238,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0149 OB Trdn Gaba_2,0530 OB Trdn Gaba_2,#FF3358,#1b4332,#684599,#3D4966,#992E36,180.0
266823909191983390143204742555042327676,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1322,0.3,0.9917304026757336,0.9586753303043174,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0149 OB Trdn Gaba_2,0530 OB Trdn Gaba_2,#FF3358,#1b4332,#684599,#3D4966,#992E36,351.0
267230849964676458250252647357276798126,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.999990268767542,0.7978394112721833,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,77.0
270065809894832719571110520536629252746,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999495894562636,0.8019952151293844,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,258.0
27086772273748091413953679161977085511,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1322,0.3,0.9999672144320518,0.5179045839426124,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0149 OB Trdn Gaba_2,0530 OB Trdn Gaba_2,#FF3358,#1b4332,#684599,#3D4966,#992E36,115.0
270920648171313380840881112389897557756,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999648582389028,0.504622850626905,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,149.0
275627962424230997427912649517145900382,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999507236404784,0.7953172419476526,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,203.0
279455991613006268424654070151657333159,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1352,0.3,0.979456049569772,0.7929340616394763,True,GABA,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,0169 OB-STR-CTX Inh IMN_4,0615 OB-STR-CTX Inh IMN_4,#FF3358,#1b4332,#819945,#2E3199,#CC1F64,247.0
280598803442518793056912290744195653836,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1322,0.3,0.9999801187149028,0.9594177246201124,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0149 OB Trdn Gaba_2,0530 OB Trdn Gaba_2,#FF3358,#1b4332,#684599,#3D4966,#992E36,229.0
285225114893922226600161040900649186859,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5231,0.3,0.9999766080065834,0.6980145845747241,True,,31 OPC-Oligo,327 Oligo NN,1184 MOL NN_4,5285 MOL NN_4,#666666,#03045E,#99FFBC,#99CAFF,#5A662E,95.0
289791990574931767695198679546698365765,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999620829006076,0.5854244622030997,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,391.0
295562394038800456453281122885585951992,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5203,0.3,0.9789810336943372,0.965886609349423,True,,31 OPC-Oligo,326 OPC NN,1179 OPC NN_1,5269 OPC NN_1,#666666,#03045E,#FF26CB,#CC0049,#5C997B,88.0
303619479083869436118373366498866773366,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999655912585644,0.9089563466702688,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,291.0
306422876846603319645171844895345916857,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999486315040498,0.8295771973465296,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,339.0
307393619726622742486822708257503381284,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1316,0.3,0.9999463689219414,0.6094956911114652,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0549 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A0CC1F,315.0
308749504349245156147239223248270871661,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5283,0.3,0.9999828353540788,0.9999828353540788,True,,34 Immune,334 Microglia NN,1194 Microglia NN_1,5312 Microglia NN_1,#666666,#825f45,#CC1F4E,#62CC3D,#651FCC,207.0
314345807017028258005190050982685617137,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999592968023732,0.5871576998190141,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,329.0
32246115277227130738188253931216258564,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999668627431988,0.6172833700162441,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,246.0
325122018161130224170459046646386337810,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1317,0.3,0.9999874053018828,0.8629905921139344,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0153 OB-in Frmd7 Gaba_4,0556 OB-in Frmd7 Gaba_4,#FF3358,#1b4332,#FF0073,#80FF26,#A8CC7A,297.0
328375238621351662671248639301115062470,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999294545976436,0.5137637451645997,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,420.0
334701474314104349351996969943053838212,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1316,0.3,0.9999654645398172,0.7661006508757164,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0549 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A0CC1F,121.0
334703530581156731860068874270194208396,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5231,0.3,0.9999759789677952,0.8382801289911831,True,,31 OPC-Oligo,327 Oligo NN,1184 MOL NN_4,5285 MOL NN_4,#666666,#03045E,#99FFBC,#99CAFF,#5A662E,81.0
3612436239774321667423762314036557477,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1325,0.3,0.9999740587325984,0.5500013263316821,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0152 OB-in Frmd7 Gaba_3,0552 OB-in Frmd7 Gaba_3,#FF3358,#1b4332,#FF0073,#D5FF73,#99458B,65.0
39636107599607805179827413494282138068,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1324,0.3,0.9999866190118784,0.5998008598496652,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0152 OB-in Frmd7 Gaba_3,0551 OB-in Frmd7 Gaba_3,#FF3358,#1b4332,#FF0073,#D5FF73,#CC0049,255.0
49363586784865129295746598627227860016,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999765588802652,0.8310824724045979,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,337.0
5836424336458663409293381146763456991,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1316,0.3,0.9999474687488006,0.5935608979307835,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0549 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A0CC1F,364.0
61904746246725642774795062199652486346,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.8340531066613964,0.5857622212791113,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,57.0
66682351599365201345270649667893898829,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1327,0.3,0.9999681554420946,0.8367051456238771,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0542 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#CCB87A,333.0
70561998141298955892731221657424325004,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1331,0.3,0.9999710650116388,0.5260483204412781,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0545 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#998A45,158.0
71887304654895156650136848151458631323,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999653184978066,0.5908686022949333,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,179.0
83560123610130274129813802068556104355,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.999986317712084,0.7038079952366509,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,180.0
85395310628441436657900348595154313719,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999618197368476,0.5075916754847583,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,235.0
86982680205680919509268361941037617041,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999510455892848,0.554160752256364,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,168.0
89416874784161724026602431220133591918,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999575490810918,0.7183411261956483,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,186.0
9209289763699488584091264519455009740,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.9999900359599206,0.614932166713065,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,107.0
95632911193090940656444710151612291440,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1301,0.3,0.9999853588536528,0.8044514009260111,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0154 OB-in Frmd7 Gaba_5,0560 OB-in Frmd7 Gaba_5,#FF3358,#1b4332,#FF0073,#BD1FCC,#66302E,192.0
95947074763633198482931906836971530699,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,14939,0.3,0.9785470270137024,0.6749386468606635,True,,30 Astro-Epen,319 Astro-TE NN,1163 Astro-TE NN_3,5225 Astro-TE NN_3,#666666,#594a26,#3DCCB1,#a8afa5,#551799,150.0
96982437194193231586364882319314109089,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999541890678014,0.5615792935268872,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,300.0
101011389287358163314152815708485279846,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999607226969855,0.6058341516457478,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,443.0
101106399677642164916047422342821854098,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1321,0.3,0.9984742903786448,0.8971980576378653,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0149 OB Trdn Gaba_2,0531 OB Trdn Gaba_2,#FF3358,#1b4332,#684599,#3D4966,#5CC0CC,154.0
102057232138401242833455987880213142816,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1322,0.3,0.9864874228444356,0.5646703325784309,True,GABA,05 OB-IMN GABA,040 OB Trdn Gaba,0149 OB Trdn Gaba_2,0530 OB Trdn Gaba_2,#FF3358,#1b4332,#684599,#3D4966,#992E36,171.0
109628187520061081151384296523061242748,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1327,0.3,0.9999430826171426,0.67048454260805,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0542 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#CCB87A,246.0
118045105118055025685014704266138266299,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5243,0.3,0.8687817929306233,0.8687817929306233,True,,33 Vascular,331 Peri NN,1191 Peri NN_1,5304 Peri NN_1,#666666,#858881,#82992E,#2F00CC,#BB1FCC,146.0
119929260799838556482999183901407561044,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1332,0.3,0.9999834465663532,0.6095943850234479,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0546 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#26FF33,132.0
120540858898126424633132238859932148568,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999642642254652,0.738531055923468,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,200.0
132837468768405438653503039698923218100,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1347,0.3,0.8569360103959548,0.8532578951633835,True,,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,0169 OB-STR-CTX Inh IMN_4,0612 OB-STR-CTX Inh IMN_4,#666666,#1b4332,#819945,#2E3199,#00CC5A,31.0
134072725082387860706994873216876660124,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1333,0.3,0.9999468827016484,0.5572229980073048,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0548 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4DFF84,274.0
134339124407773293183636698299595907340,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999653092456888,0.6180742113286554,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,319.0
146411832733037359980826628256852052347,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999851032068956,0.8174389957600169,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,58.0
149358084478710086704691323864595501230,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1323,0.3,0.9862318153672768,0.7602742455332427,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0152 OB-in Frmd7 Gaba_3,0550 OB-in Frmd7 Gaba_3,#FF3358,#1b4332,#FF0073,#D5FF73,#99FFBA,145.0
150430717643126960778685030866730226089,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1316,0.3,0.999957928201108,0.5719456471099622,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0549 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A0CC1F,191.0
152172640655620913845740356020199056198,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1335,0.3,0.994578392674474,0.529447654271878,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0540 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CCA17A,284.0
154028888298379341926423060287844985228,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.9999799272330816,0.5849755151168347,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,200.0
154718428160739747049390946864756727994,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1315,0.3,0.9945222353244104,0.9065078422886296,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0153 OB-in Frmd7 Gaba_4,0555 OB-in Frmd7 Gaba_4,#FF3358,#1b4332,#FF0073,#80FF26,#BA5CCC,292.0
155548822555575626198892586324876871857,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999679265810864,0.5352316844016753,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,241.0
163537715005022884726713756796633200758,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1370,0.3,0.999989401281852,0.698289205201652,True,GABA,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,0167 OB-STR-CTX Inh IMN_2,0607 OB-STR-CTX Inh IMN_2,#FF3358,#1b4332,#819945,#990062,#211799,213.0
165452962106204695475350014496770488786,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1336,0.3,0.9984111320508742,0.5270287946975523,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0547 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#579945,262.0
16741062956758516229803855943754133916,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999888383012264,0.806667774238232,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,113.0
17050660432414507329809242002087348092,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1334,0.3,0.9999834685653726,0.5443916881039897,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0150 OB-in Frmd7 Gaba_1,0537 OB-in Frmd7 Gaba_1,#FF3358,#1b4332,#FF0073,#A6FF99,#CC3DB0,108.0
171450611593644752750624619361644945670,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,5283,0.3,0.9999857101140852,0.9999857101140852,True,,34 Immune,334 Microglia NN,1194 Microglia NN_1,5312 Microglia NN_1,#666666,#825f45,#CC1F4E,#62CC3D,#651FCC,55.0
173199795500864565898663170473977146115,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1318,0.3,0.9999566353205754,0.7906965715301528,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0543 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#4F9945,278.0
178034654166205444483427152385817096746,Zhuang-ABCA-1.007,Zhuang-ABCA-1,Zhuang-ABCA-1,wt/wt,F,1319,0.3,0.99996390218046,0.5082538420055412,True,GABA,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,0151 OB-in Frmd7 Gaba_2,0544 OB-in Frmd7 Gaba_2,#FF3358,#1b4332,#FF0073,#00664C,#A53DCC,297.0
