"cell_ID","Integument_atp1b1b","Neural Stem Cells","Brain, Spinal Cord","Epidermis_egfl6, YSL","Pharyngeal Arch, Somite, Cardiovascular System","Epidermis_evplb","Epidermis_tnn","Tail bud","Pigment Cell","Central Nervous System","Optic Cup","Central Nervous System_ntn1b","Blood Vessel Endothelial Cell","Hatching Gland","Erythroid Lineage Cell","Notochord","Solid Lens Vesicle","Integument_pvalb8","Otic Vesicle","Central Nervous System_msx3","Musculature System","GABAergic Neuron","Leukocyte"
"-563_2205",0,0,0,0,0.661624246359888,0,0,0,0,0,0,0,-4.88481432900835e-18,0,0,1.61132503312464e-20,0,0,0,0,0.338375753640112,0,0
"-568_2405",0.0518541616835326,0,0,0.0658106662716927,0.0187785348149564,0.0384788469373886,0,0.24543327281477,0,0,0,0,0.355524269104658,0,0.164659771864152,0,0,0,0,0,0.0594604765088497,0,0
"-778_2230",0,0.387169513564114,0,0,0,0,0,0,0,0,0,0.567512506864672,0,0,0,0,0,0,0,0,0.0453179795712141,0,0
"-703_2095",0,0,0,0.0603746879081766,0,0.0190842461779356,0,5.92219489278504e-05,0,0.855863809548807,0,0,0.0150265050025398,2.83743599628075e-05,0,0,0,0,0,0,0.0495631550536501,0,0
"-493_2405",0,0,0,0.115530554444838,0,0.101273042085749,0,0.0863685873322881,0,8.91766222800798e-20,0,0,0,0,0.0702185892028284,0,0,0,0,0.0897147702331147,0.536894456701182,0,0
"-488_2435",0,0.239491559456612,0,0.0742384651455801,0,0.11488173835116,0,0.105043830399684,0,0,0,0,0,0,0.0801642308909464,0,0,0,0,3.21278955087949e-18,0.386180175756018,0,0
"-768_2205",0,0,0.0693728102032495,0,0,0,0,0,0,0.00359559641976503,0,0.927031593376985,0,0,0,0,0,0,0,0,0,0,0
"-738_2085",0,0,0,0,0,0.123490553174639,0,0.490562358145886,0,1.81612150997341e-19,0,0,0,0,0,0.100590861257267,0,0,0,0,0.285356227422208,0,0
"-598_2240",0,0,0,0.214222012561185,0,0,0,0,0,0,0,0,0,0,0.262568422992668,0.0937124566709643,0,0,0,0,0.429497107775183,0,0
"-818_2180",0,0.182532205748042,0,0,0,0,0,0.0831190334836925,0,0.00653205324421049,0.683531430254839,0,2.47561900017255e-22,0,0,0,0,0,0,0,0.0442852772692166,0,0
"-533_2480",0,0,0,0.18992843834874,0.482386725116564,0.100201994471683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227482842063013,0,0
"-748_2135",0,0,0.00128258093540191,0,0,0,0,0,0,0.83501346579089,0,0,0,0,0,0.0103987342608221,0,0,0.0865393976042158,0,0.06676582140867,0,0
"-613_2150",0,0.123782379712978,0,7.55545931737348e-19,0.214678109960556,0,0.0518608136238013,0,0,0,0,0,0,0.0843180844479483,0.138909932656187,0,0,0,0,0,0.334595181672191,0,0.0518554979263384
"-663_2285",0,0,0,0.0470942259250615,0,0.0808946181782304,0,0.457504397520559,0,0,0,0,0,0.204195956270219,0,0,0,0,0,0,0.21031080210593,0,0
"-593_2315",0,0,0,0.049473366853956,0,0,0,0.40929857098205,0,0,0,0,0,0,0.072230873774643,0,0,0,0.171328265817296,0,0.297668922572055,0,0
"-583_2280",0,0,0,0.00909998074898714,0,0.291729015640628,0,0.466747270903952,0,0,0,0,0,0,0.00731385856287601,0,0,0,0,0,0.225109874143557,0,0
"-528_2435",0,0,0,0,-5.59739886551373e-21,0,0,0.0693923489319235,0,0,0,0,0,0,0.0374531570122969,0.56708147160958,0,0,0,0,0.131664055712862,0,0.194408966733338
"-693_2105",0,0,0,0,0,0,0,0,0,0.960693286818476,0,0,0,0,0,0,0,0,0,0,0.0393067131815238,0,0
"-553_2435",0,0,0,0.0887065426506596,0,0,0,0,0,0,0,0,0.438369959710319,-4.70759846179169e-19,0.425295298545821,0,0,0,0,0,0.0476281990932001,0,0
"-563_2365",0,0,0,0,0.146228873523193,0,0,0.38176894965954,0,0,0,0,0,0,0.199723582360798,0,0,0,0,0,0.27227859445647,0,0
"-823_2165",0,0,0,0,0,0.039291928805855,0,0,0,0.604256823441615,0,0,0,0,0,0,0,0.0590541770433069,0,0,0.0789115383344699,0.218485532374753,0
"-738_2260",0,0,0,0.145850628846646,0,0,0,0,0,0,0,0,0,0.643997226750862,0.140242165314469,0,0,0,0,0,0.0699099790880238,-2.63388558436472e-19,0
"-738_2175",0,0,0,0.125220107789494,0,0.174288257124798,0,0.361074408713389,0,0.0391303426367581,0,0,0,0,0,0,0,0,0,0,0.30028688373556,0,0
"-728_2095",0,0,0,0,0,0.0378316973798543,0,0.0613048277779537,0,0.900863474842192,0,0,0,0,0,0,0,0,0,0,0,0,0
"-528_2315",0,0,0,0,0.170555887293961,0,0,0,0.29074301170762,0,0,0,0,0,0,9.27477554866004e-19,0,0,0,0,0.538701100998419,0,0
"-658_2285",0,0,0,0,0.0589244113798755,0.130576018353997,0,0.542983321312437,0,0,0,0,0,0.000373444856827522,0,0,0,0,0.1135644337734,0,0.153578370323463,0,0
"-763_2255",0,0,0,0,0.0616262897410394,0.139724739021694,0.00238463206546684,0.112484217434321,0,0,0,0.460055960251034,0.000566847448861223,5.90118770471862e-05,0,0.223098302160536,0,0,0,0,0,0,0
"-723_2115",0,0,0,0,0,0,0,0,0,0.941316414841242,0,0,0,0,0,0,0,0,0,0,0.0586835851587582,0,0
"-508_2295",0,0,0.0952224400730235,0.170740116115962,0,0.0774280719225926,0,0.0553257002989693,0,0,0,0,0,0,0,0,0,0,0,0.0111683419177339,0.331032296876536,0,0.259083032795183
"-583_2425",0,0,0,0.146092403348737,0,0.120039868310295,0,0.237960087886136,0,0,0,0,0,0.0216961925138674,0.249695925849185,0,0,0,0,0,0.22451552209178,0,0
"-588_2360",0,0,0,0,0,0.201213292513733,0,0.639432340830966,0,0,0,0,0,0,0.0605374511180291,1.97091126922066e-19,0,0,0,0,0.0988169155372722,0,0
"-578_2350",0,0,0,0.0791360080693854,0,0.124164973106014,0,0.333382407161662,0,0,0,0,0.362022726032143,0.000608202380479804,0.00719871972093064,0,0,0,0,0,0.0934869635293839,0,0
"-578_2155",0,0.289113567380184,0,0.00607059871232694,0,0,0,0,0.153578425072136,0,0,0,0,0,0,0,0,0,0,0,0.382519368167157,0,0.168718040668197
"-613_2125",0,0.55788435029574,6.51022440713526e-05,0,0,0,0,0,0,0.352447492813341,0,0,0,0,0,0,0,0.0474003247458782,0,0,0.0422027299009692,0,0
"-753_2095",0,0,0,0.000900078661853582,0,0,0,0,0,0.742539051240229,0,0,0,0,0.0275301109886809,0,-2.4948522182686e-20,0.0980899916772428,0.130940767431993,0,0,0,0
"-553_2340",0.139081933252095,0,0,0,0.546826220144746,0,0,0.197044272139356,0,-4.82620954686225e-18,0,0,0.000519407245700915,0,0.0339663650935952,0,0,0,0,0,0.0825618021245069,0,0
"-793_2140",0,0,0,0,0,0.0157402253997728,0,0.119230652422711,0,0.621850602617571,1.7122394733582e-05,0,0,0.0968491314599897,0,0,0,0,0,1.85941923949751e-05,0.146293671512827,0,0
"-588_2110",0,0.00198768106953256,0.348391757449273,0,-8.62113888850456e-20,0.110720501493981,0,0.0707879375054621,0,-4.7306502003987e-19,0,0,0,0,0,0,0,0,0,0,0.0635910403704284,0,0.404521082111323
"-543_2240",0,0,0,0,0.343703738920051,0,0.006655700100012,0,0,0,0,0,0,8.12694958996942e-22,0,0,0,0,0,0,0.649640560979937,0,0
"-588_2380",0,0,0,0,0.418396077594602,0.0924722376941736,0,0.207350004414387,0,0,0,0,0.000602284738351551,0,0.110847171721058,0,0,0,0,0,0.170332223837428,0,0
"-618_2095",0,0.0742125599803836,0.221143652180069,0,3.36151814107451e-18,0.0365015994469954,0,0,0,0,0,0,0,0.44496789489204,0,0,0,0,0,3.8498288293111e-05,0.223135795212219,0,0
"-748_2185",0,0,0,0,0.174766801485623,0,0,0,0,2.54558534816473e-19,0,0.411670753003636,0,0,0.063857822500325,0,0,0.139223302158929,0.0873389712424342,0,0.122157590760647,0.000984758848406399,0
"-573_2225",0,0,0,0.0615508246789618,0.111740183728135,0,0,0.257008642793369,0,0,0,0,0,3.57499722520278e-05,0.0859098950071985,0,0,0,0,0,0.26141200683483,0,0.222342696985253
"-553_2385",0,0,0,0.0409976642117168,0,0,0,0.218134486920929,0.398515997089522,0,0,0,0,0.132236166080214,0.128562710727767,0,0,0,0,0,0.0815529749698508,0,0
"-528_2370",0.104557687481134,0,0,0,0.111075761778788,0,0,0.151161864178975,0,0,0,0,0,0,0.0585786434784276,0,0,0,0,0,0.574626043082675,0,0
"-743_2135",0,0,0,0,0,0,0,0,0,0.852358027740522,0,0,0,0,0,0.0931508773301351,0,0,0,0,0.0544910949293426,0,0
"-503_2325",0,0,0,0.0945592498977164,0.0219510482898656,0.0166515609322439,0,0,0.100917581722423,0,0,0,0,0,0.0592667503590792,0.290982605245749,0,0,0,0.097867925837638,0.317803277715285,0,0
"-793_2155",0.00768542763965907,0,0,0,0,0,0,0,2.51244035385758e-24,0.222846469525131,0,0,0.0809548927825902,0,0,-7.18153585696752e-19,0,0,1.03830592291453e-18,0.177777362869787,0.0799274481012665,0,0.430808399081566
"-553_2230",0,0,0,0,0.502133046205831,0,0,0,0,0,0,0,0,0,0.061419841783653,0,0,0,0,0,0.436447112010516,0,0
"-693_2075",0,0,0,0.000187501608276398,0,0.0172967504667745,0,0.0661863812334762,0,0.865807461670256,0,0,0,0,0,0,0,0,0,0,0.0505219050212168,0,0
"-528_2450",0,0,0,0,0.263763719325257,0,0,0.142451024199513,0,0,0,0,0,0,0.0336473517387024,0.117327925121424,0,0,0,0,0.442809979615104,0,8.98905569140085e-20
"-803_2115",0,0,0,0,0,0,0,0.117340773801322,0,0.622885494922747,0,0,0.0231621545832114,0,0,0,0,0.0866316795477989,0,0,0.14997989714492,0,0
"-753_2200",0,0,0,0,0,0,0,0.363371670377108,0,0.159947807168458,0,0,0,0,0,0.2630161670985,2.99366960499344e-18,0,0,0,0.213664355355934,0,0
"-738_2095",0,0,0,0,0,0.0191655270101912,0,0,0,0.927579816484731,0,0,0,0,0,0,0,0,0,0,0.0532546565050773,0,1.52948662113073e-20
"-708_2120",0,0.00269048191543989,0,0,0.257012684168595,0,0,0.0592978917279748,4.09383155707472e-20,0.643760963271626,0,0,0,0,0,0,0,0,0,0,0.0372379789163646,0,0
"-523_2465",0,0,0,0.0305221463768583,0,0.0823964907796943,0,0,0,0,0,0,0,0,0.0719574843117322,0,0,0,0,0,0.815123878531715,0,0
"-643_2140",0,0.0461021401235106,0,0,1.36885078063897e-06,0.0161318214931066,0,0.214567511547271,0,0,0,0,0.159098708164216,0.0224850535854668,0.0243741000101368,0.0273590205775567,0,0,0,0,0.489880275647955,0,0
"-518_2335",0,0,0.0239311993643858,0,0,0,0,0,0.147052077029646,0,0,0,0.170466155378855,0,0,0.278601707191636,0,0,0,0,0.379948861035477,0,0
"-533_2260",0,0,0,0,0.0680711578511048,0.0119252527138375,0,0,0.205604604990573,0,0,0,0,0,0,0,0,0.0701137399465963,0,0.108402261569396,0.454355109847203,0.0815278730812889,0
"-523_2450",0,0,0,0,0,0,0,0.0553632190530219,0,0,0,0,0,0,0.025277201851079,0,0.00495090639028095,0,0,2.96374404355657e-18,0.914408672705618,0,0
"-583_2305",0,0,0,0.0312306313240105,8.54970764195606e-05,0.196753525376671,0,0.220417758825303,0,0,0,0,0.341057813355447,0.000363800507875958,0,0,0,0,0.0966445768246795,0,0.113446396709593,0,0
"-528_2275",0,-7.5914750783819e-20,0,0,0.230283429159179,0,0,0,0.118462517407509,0,0,0,0,0,0,0.00187630784429125,0,0.0588964381813944,0,-2.16804608757696e-19,0.590481307407627,0,0
"-733_2115",0,0,0,0,0,0.214356901338135,0,0,0,0.333549719196127,0,0,0,0,0,0,0,0,0,0,0.452093379465738,0,0
"-518_2465",0,0,0,0,0,0.0770424399537338,0,0,0,0,1.29725679492047e-17,0,0,0.000398928009016267,0.0305989025960842,0,0,0,0,0,0.891959729441166,0,1.49328194618749e-19
"-743_2125",0,0.382961588700466,0,0,0,0.0327516595080564,0,0,0,0.584286751791477,0,0,0,0,0,0,0,0,0,0,0,0,0
"-828_2140",0,0,0,0,0,0.10403321891865,0,0,0,6.24070128163836e-14,0.895966781081288,0,0,0,0,0,0,0,1.36597699114926e-24,0,0,0,0
"-673_2080",0,0,0,0,0,0.126550872715901,0,0,0,0.153019317503925,0,0,0.318645591587588,0.0200511390145873,0,0,0,0,0,0.1430135705208,0.238719508657198,0,0
"-573_2140",0,0.17318479985599,0,0.126230684991372,0,0.154695287382719,0,0,0,0.000383487530189027,0,0,0,0.166612142838159,0,0,0,0,0,0.163585584379017,0.215308013022553,0,0
"-583_2105",0,0.141107990168038,0.13238029564346,0.0295772668471238,0.151175831328815,0.0604819387390348,0,0.0990620408641337,0,0,0,0,0,0.0927497750133964,0,0,0,0,0,3.20322344467852e-05,0.293432829161552,0,0
"-528_2205",0,0,0,0,0.000630868800068937,0.0182300746613227,0,0,0,0,0,0,0,0.31424712586137,0.0523452801315319,0,0,0,0,0.214035648920032,0.307713837025537,0,0.092797164600138
"-538_2355",0,0,0,0,0.205392908158097,0.0328564905458592,0,0.102050851291598,1.6489589253707e-19,0,0,0,0,0,0.0710652426534576,0,0,0.0619814298051909,0,0,0.526653077545797,-6.7490157217586e-19,0
"-568_2200",0,0,0,0,0.192269505267314,0,0,0.502989095323433,0,0,0,0,0,0,0,0.000251672525953338,0,0,0,0,0.304489626142412,1.00740887536544e-07,0
"-508_2480",0,0,0,0.283454892943568,0,0,0,0,0,0,0,0,0,0,0.166499119087914,0,0,0,0,0,0.550045987968518,0,0
"-538_2205",0,0.277210994900096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124574927448907,0,0,0,0,0.598214077650997,0,0
"-593_2300",0,0,0,0.113302101533175,0,0.117657330086939,0,0.306936969413205,0,0,0,0,0.142816389322841,0,0.118326344297558,0,0,0,0,0,0.200960865346281,0,0
"-558_2210",0,0,0,0,-1.02153849635253e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"-763_2115",0,0,0,0.273083179164398,0,0.239073642662821,0,0.112202553735546,0,0.246698758486088,0,0,0,6.42206652277614e-18,0,0,0,0,0,0,0.128941865951148,0,0
"-763_2105",0,0,0,0,0,0.459817921742048,0,0.235481154764029,0,0.0328292045512314,-7.0008132931031e-18,0,0,0.00718496818712124,0,1.28591184168477e-21,0,0,0,0,0.26468675075557,0,0
"-723_2125",0,0,0,0,0,0,0,0,0,0.664540617269283,0,0,0,0,0.0608922661578873,0,0,0.274567116572829,0,0,0,0,0
"-648_2075",0,0,0,0,0,0.0311937296786641,0,0,0,0.24356069044275,0,0,0,0,0,0,0,0,0,0,0.725244810595086,0,7.69283500150151e-07
"-623_2085",0,0,0,0,0,0.0253310453065838,0,0,0,-5.36129876082859e-19,0,0,0,0.58372647938562,0,0,0,0,0,0,0.0754601896580742,0,0.315482285649722
"-523_2440",0,0,0.11699398132099,0,0.134447987719737,0,0,0,0,0,0,0,0,0,0.0439862169056297,0.0584220548244471,0.0440887297544172,0,0,0,0.275398718264914,0,0.326662311209865
"-533_2185",0,0,0,0,-6.72049085466926e-20,0.342199198192969,0,0.094435477319305,0,0,0,0,0,0.00256082827069908,0,0,0,0,0,0.151727669945718,0.409076826271309,0,0
"-498_2240",1.21370565989351e-19,0,0.123900329100946,0.0954427830887472,0.13620465707099,0,0,0.0435172480396771,0,0,0,0,0,0,0.0871513995427691,0,0,0,0,0.000174562039816357,0.513609021117054,0,0
"-788_2190",0,0,0,0,0,0,0,0,0,0.854820712297823,0,0,0,0,0,0,0,0,0,0,0.145179287702177,0,0
"-773_2175",0,0.197619660051826,0,0,0,0,0,0.116537151812951,0,0.522035140996751,0,0,0,0,0,0,0,0,0,0,0.163808047138472,0,0
"-513_2265",1.42134211581851e-19,0,0,0.262135299268547,0.0516112210948786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087277690174805,0.1605510597778,0.43842472968397,0,0
"-558_2435",0.100478430140029,0,0,0.0753883288525718,0,0.0240902042885326,0,0.0911474193622887,0,0,0,0,0.349859280822168,0,0.179714800415859,0,0,0,0,0,0.0615764138806742,0,0.117745122237877
"-578_2140",0,0.228229184880761,0,0,0,0,0,0.10183404563565,0,0.523449611700867,0,0,0,0,0,0,0,0.0918917878302522,0,0,0.0545953699524693,0,0
"-533_2445",0,0,0,0,0.213901952718098,0,0,0,0,0,0,0,0,0,0.311754988537958,0,0,0,0,0,0.474343058743945,0,0
"-553_2470",0,0,0,0.238564823424643,0,0.185215460785494,0,0,0,0,0,0,0,0.000423958948844652,0.0935823401910958,0,0,0,0,0,0.482213416649922,0,0
"-498_2235",0,0,0,0.0869478336293988,0.244408390702759,0.0503998559039403,0,0.0489776068358162,0,0,0,0,0,0,0,0.0392360720439202,0,0,0,4.21755336906454e-19,0.530030240884166,0,0
"-488_2370",0,0,0,0,0,6.08014008530586e-05,0.300021511501636,0.208160803273364,0,0,0,0.204821249502617,0,0,0.0210325941604158,0,0,0,0,0,0.265903040161114,0,0
"-563_2235",0,0,0,8.89697905641612e-05,0,0,0,0.463703417953431,0,0,0,0,0,0.301451807398023,0.0426835389768938,0,0,1.62825883152844e-21,0,0,0.192072265881088,0,0
"-603_2245",0,0,0,0.218481395786385,0,0,0,0.288431821694705,0,-8.78460374257268e-19,0,0,0,0,1.23922619989602e-19,0,0,0.230409696526926,0,0,0.262677085991984,0,0
"-778_2155",0,0,0,0,0,0,0,0,0,0.285735701991529,0,0,0.518280273783356,0.00280701412029062,0,0,0,0.193177010104825,0,0,0,0,0
"-828_2125",0,0,0,0,0,0.0731819871243292,0,0,0,0.874191286505609,0,0,0,0,0.0526267263700616,0,0,0,0,0,0,0,0
"-518_2355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338000593796728,0.0684653707518644,0,0,0,0,0.931196628654339,0,0
"-508_2250",0,0,0,0,0.0448147255514166,0.0852841971181772,0,0.266549173277558,0.138421518878002,0,0,0,0,0.0111061928133115,0,0,0,0,0,0.00508811255007462,0.448736079811461,0,0
"-568_2300",0,0,0,0.0145495474490554,0,0.127433027190517,0,0.328455033660499,0,0,0,0,0.15848775325411,0,0.0476202448019572,0,0,0,0,0,0.323454393643862,0,0
"-583_2125",0,0.195679491763912,0.0945671316392931,0.15350798104589,0,0.134439686319211,0,0,0.0427831246235069,0.221136644745387,0,0,0,0,0,0,0,0,0,0.109753552409624,0.0481323874531757,0,0
"-628_2165",0,0,0,0.000546156938644954,0,0.103270366957139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46967131165323,0.147986663190278,0.278525501260708
"-608_2130",0,0.822574852485083,0,0,0.119079423563538,0,0,0.0318879327665253,0,0,0,0,0,0,0,0,0,0,0,0,0.0264577911848532,0,0
"-493_2420",0,0,0,0.06350672323799,0,0.0839087878764196,0,0,0,0,7.80288793127853e-18,0,0,0.143764396423396,0.0363209320455752,0,0,0.0595745357428539,0.0561140311599867,0.0687096027064901,0.488100990807288,0,0
"-763_2110",0,0,0,0.000288557791947258,0.0486962398035159,0.0769283665043684,0,0.056115617692632,0,0.662105565111081,0,0,0,0,0,0.0302431077695904,0,0.0795692936600044,0,0,0.0460532516668605,0,0
"-588_2305",0.0950268229557164,0,0,0,0.0990566789501027,0.0504570609745011,0,0.291353713796722,0,0,0,0,0,0,0.0126301685159392,0.373687075740466,0,0,0,0,0.0777884790665531,0,0
"-713_2085",0,0,0,0,0,0.0389352059646754,0,0.163521094806773,0,7.67873196888356e-05,0,0.797466911908862,0,0,0,0,0,0,0,0,0,0,0
"-803_2160",0,0,0,0,0,0,0,0,0,0.00814269238722184,0.991857307612778,0,0,0,0,0,0,0,0,0,0,0,0
"-568_2430",0,0,0,0.147111767492591,0,0.351749007212769,0,0,0,0,0,0,0,0.132401966300181,0.181541902746518,0,0,0,0,0,0.187195356247941,0,0
"-723_2235",0,0.208876509679278,0,0,0,0,0,0,0,-2.22899667361909e-20,0,0.57159695431482,0,0,0.0558460080221319,0,0,0.16368052798377,0,0,0,0,0
"-568_2265",6.77199677754928e-08,0,0,0,0,0.0157530273714497,0,0.605536074268898,1.49673957673355e-18,0,0,0,0,0,0.00133288319063892,0,0,0,0,0,0.377377947449046,0,0
"-513_2215",0.0218615508486529,0,0,0.000295044317648566,0,0.0516767192895956,0,0,0,0,0,0,0.385894745081331,0,0.00888086523788879,0,0,0,0,0,0.531391075224883,0,0
"-498_2325",0,0,0,0,0,0.101259246404573,0,0.153045852308688,0,0,0,0,0,0,0.0583930165545354,0,0,0,0,0,0.687301884732204,0,0
"-538_2425",0,0,0,0,0.167161455963182,0.0188015070600928,0,0,0,0,0,0,0,0.000251616679208206,0.343373515549867,0,0,0,0,0,0.47041190474765,0,0
"-663_2080",0,0,0,0,-5.37203302135079e-19,0.10047823977739,0,0,0,0.0119378136823512,0,0,0.731481429305384,0,0,0,0,0,0,0,0.156102517234875,0,0
"-593_2120",0,0,0,0.137134515796152,0.0672404301032749,0.142281271941368,0,0,0.370394405745997,3.10475216824538e-19,0,0,0,0,0,0,0,0,0,0.202556861518453,0.0803925148947555,0,0
"-528_2425",0,0,0,0,0.13068248838744,0.0581519273849671,0,0,0,0,0,0,0,0,0.136224796380298,0.375032997838274,0,0,0,0,0.299907790009021,0,0
"-493_2325",0,0.0181526043050795,0,0.0099756858062689,0,0.20233060061931,0,0.00729004344368957,0.0718927554225024,0,0,0,0,0,0,0,0,0,0,0,0.69035831040315,0,0
"-708_2105",0,0.119066264491194,0,0,0,0,0,0.210744540015915,0,0.568162483232211,0,0,0,0,0,0,0,0,0,0,0.10202671226068,0,0
"-588_2390",0,0,0,0.035063489111828,0.0662747993542345,0.116338570216142,0,0.56583380243213,0,0,0,0,0.0151833875278931,9.90251473479399e-05,0.0723480518772928,0,0,0,0,8.38837554436214e-06,0.128850485957588,0,0
"-808_2110",0,0,0,0,0,0.0249095823261529,0,0.0363474460693667,0,0.881084462960655,0,0,0,0.00393927298331554,0,0,0,0,0,0,0.0537192356605097,0,2.54842074028163e-18
"-733_2235",0,0,0,0,0,0,0,0,0,0,6.10951350447637e-18,0.980187391209138,0,0,0,0,0,0,0,0,0.019812608790862,0,0
"-523_2400",0,0.104810572136778,0,0,0,0.0365848348043585,0,0,0.172564527310475,0,-5.78857020322418e-19,0,0,0,0,0.0797907163001362,0,0,0,0,0.606249349448253,0,0
"-763_2190",0,0,0,0,0,0.056565747106497,0,0,0,0.700774704456785,0.00547527177468486,0,0,0,0.0627571237795083,0,0,0,0.174179000510453,0,0,0.000248152372071994,0
"-518_2200",0,0,0,0.0988655609615905,0,0,0,0,0,4.920218056803e-18,0,0,0,0.296311305045162,0,0,0,0,0,0,0.483346134216743,0.121476999776505,0
"-523_2445",0,0,0,0,0,0,0,0,0,2.41542935661837e-18,0,0,0,0,0,0.246864569760264,0,0,0,0,0.753135430239736,0,0
"-798_2130",0,0,0,0,0,0,0,0,0,0.425932627857039,0,0,0,0,0.0790803311620503,0.0107227197624516,0,0.336490187150596,0,0,0.147774134067863,0,0
"-528_2335",0,0,0,0,0.222747882713478,0,0,0.101659572047905,0,0,0,0,0,0,0,0.101244378294887,0,0,0,0,0.574348166943731,0,0
"-753_2170",0,0,0,0,0.586894466069672,0,0,0,0,-1.40933369234832e-18,0,0,0,0,0,0,0,0,0,0,0.408715609450176,0,0.00438992448015182
"-653_2100",0,0,0,0,0,0,0,0,0,0.877292102403868,0,0,0,0,0,-6.47342183671519e-19,0,0,0,0,0.122707897596132,0,0
"-783_2125",0,0.141932106094646,0,0,0,0.000154769212966081,0,0,0,0.539590512303591,0,0,0,0.204893226513513,0,0,0,0.0302976967802066,0,0,0.0831316890950769,0,0
"-588_2160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855014685746311,0.239964185227415,0,0,0,0,0.674534346197954,0,0
"-523_2415",0,0.192819997766954,0.0584774675758016,0,0.0473890947337922,0,0,0,0.0966647136669934,0.180922060565719,0,0,0,0,0,0.0984657796007334,0,0,0,0,0.325260886090007,0,0
"-618_2085",0,0.00068149253449898,0,0,0.295495462762014,0.0825074460428509,0,0,0,0.534339526544826,0,-3.90033151277008e-19,0,0,0,0,0,0,0,0,0.0869760721158109,0,0
"-583_2345",0,0,0,0.0544130851274062,0,0.154370035121797,0,0.290372995712261,0,0,0,0,0.320182626691324,0.000275201072366287,0.0360581312074307,0,0,0,0,0,0.144327925067415,0,0
"-718_2225",0,0.00115905889505724,0,0,0,0.0251840767400115,0,0,0.0293347470832262,0.000127968203264393,0.849715571989735,0,0,0,0.0130678047180056,0.0814107723707001,0,0,0,0,0,-1.89196983631352e-18,0
"-558_2215",0,0,0,0,0.133392995395358,0,0,0,0,0,0,0,0.107431461314782,0,0.00889728217966201,0.21809352080001,0,0,0,0,0.532184740310188,0,0
"-678_2105",0,0,0,0,0,0,0,0,0,0.871248594412752,0,0,0,0,0,0,0,0,0,0,0.128751405587248,0,0
"-528_2350",0,0,0,0,0.458665407206304,0,0,0.182045343995455,0,0,0,0,0,0,2.4606259736687e-19,0,0,0,0,0,0.359289248798241,0,0
"-523_2250",0,0,0.0656380150399791,0,0,0.0752772141236933,0,0,0.0825341728860108,0,0,0,0,0,0,0,0,0,0,0,0.642150152132554,0.134400445817763,0
"-808_2190",0,0,0,0.104394068469128,0,0.266180014468153,0,0.141677261845789,0,0.31865587599838,0,0,0,-2.36655172815097e-19,0.026037282911296,0,0,0,0,0,0.143055496307255,0,0
"-638_2150",0,0,0,0.104966682208426,0,0,0,0,0,0,0,0,0,0,0.234399264120485,0,0,0.191288039893294,0,0,0.198659949037667,0.270686064740128,0
"-523_2240",0,0,0,0.119402569736226,0.304615044156745,0.144049245220012,0,0,0,0,0,0,0,0,0.0191481993711794,0,0,0,0,0,0.412784941515838,0,0
"-553_2130",0,0.314527177386072,0,0,0,0.0166816008338967,0,0,-1.47883645070597e-19,0,0,0,0,0,0.0175648939904318,0.203915500160951,0,0,0,0,0.447310827628648,0,0
"-838_2170",0,0,0,0,0,0.0430043003307009,0,0,0,0.162700516097059,0,0,0.668283820931284,0,0,0,0,0,0,0,0.126011362640956,0,0
"-503_2390",0,0,0,0.0747192467795743,0,0.0622506077134472,0,0.00537724528534741,0,0,0,0,0,0.0229590870685168,0.0443837146354094,0,0,0.0863495225922876,0,0.20237683405939,0.501583741866027,0,0
"-483_2410",0,0,0,0.0582604127230225,4.51191577378143e-05,0.166006726365594,0,0.141373416809873,0,0,0,0,0.327441819858114,0,0,0,0,0,0,0,0.306872505085659,0,0
"-573_2240",0,0,0,0.000375130147828031,0.0695873036845157,0.0255280407055733,0,0.4390635706952,0,0,0,0,0,8.16233263919696e-05,0.13358861282385,-1.78486182793778e-19,0,0.0810379215167287,0,0,0.250737797099912,0,0
"-488_2310",0,0,0,0,1.95631618070688e-05,0.151694382553974,0,0,0,0,0,0,0,6.07811993816443e-05,0.0458697607191631,0,0,0,0,0,0.802145197930837,0,0.00021031443483756
"-508_2450",0,0,0,0,0,0.016074417907187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983925582092813,0,0
"-833_2125",0,0,0,0,9.19543060815545e-09,0.0339194888260316,0,0,0,0.763750035697183,0,0,0,0,0,0,0,0.0693903650943411,0,0,0.132940101187014,0,0
"-803_2240",0,0,0,0.244051912690465,0,0,0,0,0,0.364448430068682,0,0,0,7.55930458191512e-18,0.0576570897920106,0.0695217097066644,0,0.264320857742178,0,0,0,0,0
"-778_2180",0,0,0,0,0,0,0,0.142114430709446,0,0.857885569290554,0,0,0,0,0,0,0,0,0,0,0,0,0
"-568_2320",0,0,0,0,0,0.0651728092344967,0,0.499626724237279,0,0,0,0,0.193225842805731,0.00686604982563888,0.0291310439630003,0,0,0,0,0,0.205977529933854,0,0
