"","05 OB-IMN GABA","30 Astro-Epen","03 OB-CR Glut","34 Immune","33 Vascular","31 OPC-Oligo","32 OEC","06 CTX-CGE GABA","29 CB Glut","09 CNU-LGE GABA","12 HY GABA","10 LSX GABA","02 NP-CT-L6b Glut","11 CNU-HYa GABA","13 CNU-HYa Glut"
"134",0.150539474427144,0.095904537195399,1.41231121933879e-05,0.000416109760926529,0.277801479789711,0.00215185005616948,0.000768473202877543,7.21224451814274e-05,0.000236588726702048,0.299957226464409,0.156580266099741,0.0127731289852572,7.6288665687833e-05,0.00211154820957033,0.000596782859030142
"135",7.24544485056324e-11,0.0415690713691379,0.362986394006432,4.9935931990649e-05,0.240385936781525,2.71921669203088e-06,0.00519585988991746,3.75747005392886e-10,0.179313821480787,1.39331715031951e-08,0.00124096671931925,0.122535546500558,0.04589995464881,1.00263371294437e-08,0.000819769047120763
"136",0.174129545822004,0.37252790232768,0.0176326039897178,0.00129167323774876,0.003087824232681,0.0156879731866195,0.0132674917596316,0.0323599813214935,0.00761380448822515,0.131631356451606,0.103024997797005,0.0539491790677754,0.00228885747685116,0.0667198900560054,0.00478691878495671
"137",0.0965688426299761,0.259147140194328,2.02904183047404e-05,0.00127011115024131,0.00953208275527503,0.000778882191783992,0.11399736023811,0.059776347171196,0.0960822912459204,0.00560780010483171,0.0277198466163616,0.111119258946601,0.075760592985197,0.000288077592772748,0.1423310757591
"138",0.000168158314259734,0.00323113944473908,0.00930426824731557,0.00247145226244768,0.00544726415351298,7.28571176487801e-05,0.555228548577728,0.000323049558916866,0.0375943439605261,9.7197316839346e-05,0.00017758602364809,0.000981748626472461,0.146363580020526,0.000127780412974678,0.238411025962445
"139",1.01188042924484e-06,0.00305695196258473,4.62577920436054e-08,0.000883965009544673,0.306618106067978,5.34099910978751e-07,0.416900640027749,6.08086118086051e-07,0.116185586050871,0.00023109547625499,0.0221704567027489,0.0144611814747728,0.00966605415181703,1.22108742884107e-08,0.109823750540554
"140",0.000207718251642085,0.000112735718227048,0.000160076339300126,0.038232717994541,0.413679147227073,8.18883168225707e-06,0.19329642023286,2.20122672981699e-05,0.058244302727043,0.00129199582036283,0.00397069415852751,0.00366145539049694,0.145224113297893,0.00589822955878892,0.135990192184263
"141",0.0445844779175463,0.000463805541933009,3.95010585032437e-05,0.0163902913651163,0.0404846522623648,0.000639212495061988,0.302885742465021,0.0378973108322766,0.0464072470327306,0.074117580498071,0.00223402472812467,0.0343455250300577,0.215306698133907,0.0244247535110921,0.159779177128194
"143",0.181846472810206,0.174231642906933,0.0064236979628796,0.0346821047169903,0.00480842381683348,0.0154775887607101,0.0105232937647589,0.0852628683751601,0.120506281686964,0.160069128306862,0.0110767829947073,0.168246738706501,0.000569103035488068,0.0260978370091654,0.000178035145840961
"144",7.25922585643183e-10,3.45274190098235e-09,1.18595290210587e-09,9.79973293661326e-07,0.999999014392759,2.2368116716185e-11,9.91269971866854e-13,4.29560595588345e-11,4.35006717499315e-11,2.53365205306346e-11,1.2549991681474e-10,1.95920952112599e-13,3.1699699482884e-16,8.43249825127843e-12,4.89349694348588e-14
"145",0.0191690790244754,2.34513575746346e-09,0.518058649523962,1.6769819782129e-05,1.66045102584575e-07,0.000248014756278805,1.66849473338511e-06,0.000636952811395795,0.113946802700766,0.0244034951341594,0.00378615385984549,0.310384090561697,0.000341436664587001,0.00895582704861919,5.089120945965e-05
"146",0.065083625450798,0.00360589077576803,0.00218702006463073,0.00138575193124004,0.0342779357420993,0.109397650071688,1.99498209774875e-05,0.0124720228236509,0.0127825040355438,0.155311708091579,0.139811072329924,0.461678523046909,0.000527207315007502,0.00133987607123398,0.00011926242895009
"147",0.229928102304591,0.0106993818549219,0.00303189319318394,0.00577115719922728,0.235540768265903,0.0177034215031162,0.000471112162847327,0.00708938520534956,0.0107905385740566,0.166526757000363,0.226024608744062,0.0788578259082092,0.00104242016312067,0.00525060055923306,0.0012720273618155
"148",0.191447059756291,7.80447982755324e-06,1.41470607817961e-05,0.000274677860850026,0.259395684776035,0.0844095939818696,1.17382261425075e-07,0.0028501888659756,0.0139418063042387,0.115502520771539,0.048579522913457,0.282733997442885,1.41854568253343e-06,0.000841378356387007,8.15019187980884e-08
"150",0.196906124907982,0.160168148817094,0.0857885447067877,0.0649963019773915,0.00387917534856534,0.00552694536780851,0.0569603108916343,0.101236188046819,0.0387392371652248,0.0787839819831191,0.00478826496851846,0.155270753800685,0.0189048096446735,0.0204560121396761,0.00759520023402112
"151",0.199607588571025,0.000977173972931432,0.00039504347264858,0.0217199275744059,0.108997417522193,0.0117405283246803,0.0300046508903122,0.100000111677595,0.0586582574701984,0.146724238866168,0.0315704591974303,0.185136100729409,0.0103293150573233,0.0390431645189575,0.0550960221547223
